rating,date,variation,text,label,cleaned_text,normalized_text,tokens,token_count,processed_text
5,29-Jul-18,Black  Plus,Love it,1,love it,love it,love,1,love
5,29-Jul-18,White  Plus,I have had no problems with my Echo Plus. Would purchase it again.,1,i have had no problems with my echo plus would purchase it again,i have had no problems with my echo plus would purchase it again,problem echo plu purchas,4,problem echo plu purchas
5,29-Jul-18,Black  Plus,Great,1,great,great,great,1,great
5,29-Jul-18,Black  Plus,I love it.  You own personal secretary.,1,i love it you own personal secretary,i love it you own personal secretary,love person secretari,3,love person secretari
5,29-Jul-18,Black  Plus,"Not perfect but very good! A few times Alexa picked up something from TV, and has a very slight problem with smart home equipment in that she gets confused with what we want to call things. If you call something &#34;light&#34; in the app you need to say light, not &#34;lights.&#34; Echo Plus has no problems as a smart hub but I could use better user directions. Well worth owning and a good step to making my home Smart!",1,not perfect but very good a few times alexa picked up something from tv and has a very slight problem with smart home equipment in that she gets confused with what we want to call things if you call something light in the app you need to say light not lights echo plus has no problems as a smart hub but i could use better user directions well worth owning and a good step to making my home smart,not perfect but very good a few times alexa picked up something from tv and has a very slight problem with smart home equipment in that she gets confused with what we want to call things if you call something light in the app you need to say light not lights echo plus has no problems as a smart hub but i could use better user directions well worth owning and a good step to making my home smart,perfect good time alexa pick someth tv slight problem smart home equip get confus want call thing call someth light app need say light light echo plu problem smart hub use better user direct well worth own good step make home smart,42,perfect good time alexa pick someth tv slight problem smart home equip get confus want call thing call someth light app need say light light echo plu problem smart hub use better user direct well worth own good step make home smart
4,29-Jul-18,White  Plus,Pretty cool. I have only begun to figure out things she does.,1,pretty cool i have only begun to figure out things she does,pretty cool i have only begun to figure out things she does,pretti cool begun figur thing,5,pretti cool begun figur thing
5,29-Jul-18,Black  Plus,I have the google home that I really like. The Echo plus I think has even a better sound and am totally happy with it.,1,i have the google home that i really like the echo plus i think has even a better sound and am totally happy with it,i have the google home that i really like the echo plus i think has even a better sound and am totally happy with it,googl home realli like echo plu think even better sound total happi,12,googl home realli like echo plu think even better sound total happi
5,29-Jul-18,Black  Plus,I love this device. Makes life easier the more you figure out it can do.,1,i love this device makes life easier the more you figure out it can do,i love this device makes life easier the more you figure out it can do,love devic make life easier figur,6,love devic make life easier figur
5,29-Jul-18,Black  Plus,"I love my echo plus. I haven't one bad thing to say. It controller music when I need it too. With a great sounding 360 speaker. I also bought a 4k fire TV and it can open Amazon prime video or Netflix at any moment. The included hue lighting makes this product even better. I found myself with a whole array of smart lights perfect for any house or entertainment room. The addition of phone calls on the mic and speaker makes it practical when your busy in the kitchen or on the computer. Alexa will controll it all as soon as you say ""Hey Alexa"". And if the always on mic concerns you well you can always mute the device. This is a must buy for anyone interested in ease and comfort.",1,i love my echo plus i haven t one bad thing to say it controller music when i need it too with a great sounding speaker i also bought a k fire tv and it can open amazon prime video or netflix at any moment the included hue lighting makes this product even better i found myself with a whole array of smart lights perfect for any house or entertainment room the addition of phone calls on the mic and speaker makes it practical when your busy in the kitchen or on the computer alexa will controll it all as soon as you say hey alexa and if the always on mic concerns you well you can always mute the device this is a must buy for anyone interested in ease and comfort,i love my echo plus i haven t one bad thing to say it controller music when i need it too with a great sounding speaker i also bought a k fire tv and it can open amazon prime video or netflix at any moment the included hue lighting makes this product even better i found myself with a whole array of smart lights perfect for any house or entertainment room the addition of phone calls on the mic and speaker makes it practical when your busy in the kitchen or on the computer alexa will controll it all as soon as you say hey alexa and if the always on mic concerns you well you can always mute the device this is a must buy for anyone interested in ease and comfort,love echo plu one bad thing say control music need great sound speaker also bought fire tv open amazon prime video netflix moment includ hue light make product even better found whole array smart light perfect hous entertain room addit phone call mic speaker make practic busi kitchen comput alexa control soon say hey alexa alway mic concern well alway mute devic buy anyon interest eas comfort,67,love echo plu one bad thing say control music need great sound speaker also bought fire tv open amazon prime video netflix moment includ hue light make product even better found whole array smart light perfect hous entertain room addit phone call mic speaker make practic busi kitchen comput alexa control soon say hey alexa alway mic concern well alway mute devic buy anyon interest eas comfort
5,29-Jul-18,White  Plus,"Amazon Music is great. Love the ability to create my only playlists. Has great sound, not up to the standard of our Bose but very good.",1,amazon music is great love the ability to create my only playlists has great sound not up to the standard of our bose but very good,amazon music is great love the ability to create my only playlists has great sound not up to the standard of our bose but very good,amazon music great love abil creat playlist great sound standard bose good,12,amazon music great love abil creat playlist great sound standard bose good
5,29-Jul-18,White  Plus,Home entertainment.,1,home entertainment,home entertainment,home entertain,2,home entertain
4,29-Jul-18,Black  Plus,Great product I just wish it had some sort of equalizer... The bass is a little much,1,great product i just wish it had some sort of equalizer the bass is a little much,great product i just wish it had some sort of equalizer the bass is a little much,great product wish sort equal bass littl much,8,great product wish sort equal bass littl much
5,29-Jul-18,Black  Plus,Its work perfect an I must introduce the rest of the device to complete the functions.,1,its work perfect an i must introduce the rest of the device to complete the functions,its work perfect an i must introduce the rest of the device to complete the functions,work perfect introduc rest devic complet function,7,work perfect introduc rest devic complet function
2,29-Jul-18,Black  Plus,"I decided to buy smart door lock and decided on getting the Echo Plus to control it.  I chose a Kwikset 888 because Amazon said it was compatible and I bought 2 Dots while I was at it.  And when I posed the question, somebody in the community said it will work with Alexa.  What I didn't know was the Z-wave lock and Zigbee Alexa hub weren't compatible.  Does any body know of a lock that works seamlessly with Echo Plus?  If not, I guess my choices are: 1. Exchange the Plus for a regular Echo and buy a separate hub like Wink.  2. Return the whole Alexa system and get something else.I  don't want to just buy another hub to use along side my Echo Plus or I'll be back here asking how to integrate two hubs.The reason I kept from buying smart systems up to this point  is because I was afraid they wouldn't operate seamlessly and unfortunately I only do enough research after something doesn't work.",0,i decided to buy smart door lock and decided on getting the echo plus to control it i chose a kwikset because amazon said it was compatible and i bought dots while i was at it and when i posed the question somebody in the community said it will work with alexa what i didn t know was the z wave lock and zigbee alexa hub weren t compatible does any body know of a lock that works seamlessly with echo plus if not i guess my choices are exchange the plus for a regular echo and buy a separate hub like wink return the whole alexa system and get something else i don t want to just buy another hub to use along side my echo plus or i ll be back here asking how to integrate two hubs the reason i kept from buying smart systems up to this point is because i was afraid they wouldn t operate seamlessly and unfortunately i only do enough research after something doesn t work,i decided to buy smart door lock and decided on getting the echo plus to control it i chose a kwikset because amazon said it was compatible and i bought dots while i was at it and when i posed the question somebody in the community said it will work with alexa what i didn t know was the z wave lock and zigbee alexa hub weren t compatible does any body know of a lock that works seamlessly with echo plus if not i guess my choices are exchange the plus for a regular echo and buy a separate hub like wink return the whole alexa system and get something else i don t want to just buy another hub to use along side my echo plus or i ll be back here asking how to integrate two hubs the reason i kept from buying smart systems up to this point is because i was afraid they wouldn t operate seamlessly and unfortunately i only do enough research after something doesn t work,decid buy smart door lock decid get echo plu control chose kwikset amazon said compat bought dot pose question somebodi commun said work alexa know wave lock zigbe alexa hub compat bodi know lock work seamlessli echo plu guess choic exchang plu regular echo buy separ hub like wink return whole alexa system get someth els want buy anoth hub use along side echo plu back ask integr two hub reason kept buy smart system point afraid oper seamlessli unfortun enough research someth work,84,decid buy smart door lock decid get echo plu control chose kwikset amazon said compat bought dot pose question somebodi commun said work alexa know wave lock zigbe alexa hub compat bodi know lock work seamlessli echo plu guess choic exchang plu regular echo buy separ hub like wink return whole alexa system get someth els want buy anoth hub use along side echo plu back ask integr two hub reason kept buy smart system point afraid oper seamlessli unfortun enough research someth work
5,29-Jul-18,Black  Plus,This Echo Plus has proved to be the most innovative improvement in my life!,1,this echo plus has proved to be the most innovative improvement in my life,this echo plus has proved to be the most innovative improvement in my life,echo plu prove innov improv life,6,echo plu prove innov improv life
5,29-Jul-18,White  Plus,"I purchased the Amazon Echo Plus on Amazon prime day because I need a hub. I'm in the process of upgrading my home into a smart home. For the same price as some hub's, and even less expensive in some other cases. I got a hub that works with my devices, plus it does a lot more. I haven't even had time to go through all the skills it has, but I've already found myself using many of them. When I started a search for a hub. I wasn't even considering the Echo. In part, because I didn't know it was a hub. But also because I didn't really think I would find much use for another AI system. If you're looking for a hub. Why settle for a plane hub, when you can get a personal assistant that does so much more and yet cost's the same or less than other hubs? Oh! And by the way. For the same price as the Amazon Echo Plus alone. I found one that came bundled with a smart bulb & saw another that came with a smart plug. Given the price of these extras. Well, that just put the Echo Plus over the top.",1,i purchased the amazon echo plus on amazon prime day because i need a hub i m in the process of upgrading my home into a smart home for the same price as some hub s and even less expensive in some other cases i got a hub that works with my devices plus it does a lot more i haven t even had time to go through all the skills it has but i ve already found myself using many of them when i started a search for a hub i wasn t even considering the echo in part because i didn t know it was a hub but also because i didn t really think i would find much use for another ai system if you re looking for a hub why settle for a plane hub when you can get a personal assistant that does so much more and yet cost s the same or less than other hubs oh and by the way for the same price as the amazon echo plus alone i found one that came bundled with a smart bulb saw another that came with a smart plug given the price of these extras well that just put the echo plus over the top,i purchased the amazon echo plus on amazon prime day because i need a hub i m in the process of upgrading my home into a smart home for the same price as some hub s and even less expensive in some other cases i got a hub that works with my devices plus it does a lot more i haven t even had time to go through all the skills it has but i ve already found myself using many of them when i started a search for a hub i wasn t even considering the echo in part because i didn t know it was a hub but also because i didn t really think i would find much use for another ai system if you re looking for a hub why settle for a plane hub when you can get a personal assistant that does so much more and yet cost s the same or less than other hubs oh and by the way for the same price as the amazon echo plus alone i found one that came bundled with a smart bulb saw another that came with a smart plug given the price of these extras well that just put the echo plus over the top,purchas amazon echo plu amazon prime day need hub process upgrad home smart home price hub even less expens case got hub work devic plu lot even time go skill alreadi found use mani start search hub even consid echo part know hub also realli think find much use anoth ai system look hub settl plane hub get person assist much yet cost less hub oh way price amazon echo plu alon found one came bundl smart bulb saw anoth came smart plug given price extra well put echo plu top,91,purchas amazon echo plu amazon prime day need hub process upgrad home smart home price hub even less expens case got hub work devic plu lot even time go skill alreadi found use mani start search hub even consid echo part know hub also realli think find much use anoth ai system look hub settl plane hub get person assist much yet cost less hub oh way price amazon echo plu alon found one came bundl smart bulb saw anoth came smart plug given price extra well put echo plu top
5,29-Jul-18,Black  Plus,"I'm so happy that I purchased Alexa.  When I recently saw this at a friend's home, he played some music while talking about the product.  I love the sound & love that all I have to do is tell Alexa or ask a question & she responds immediately.  I haven't been able to listen to my CD's for a while since I have a problem within my stereo equipment for some time now so this makes me extremely happy that it's not an issue any longer.",1,i m so happy that i purchased alexa when i recently saw this at a friend s home he played some music while talking about the product i love the sound love that all i have to do is tell alexa or ask a question she responds immediately i haven t been able to listen to my cd s for a while since i have a problem within my stereo equipment for some time now so this makes me extremely happy that it s not an issue any longer,i m so happy that i purchased alexa when i recently saw this at a friend s home he played some music while talking about the product i love the sound love that all i have to do is tell alexa or ask a question she responds immediately i haven t been able to listen to my cd s for a while since i have a problem within my stereo equipment for some time now so this makes me extremely happy that it s not an issue any longer,happi purchas alexa recent saw friend home play music talk product love sound love tell alexa ask question respond immedi abl listen cd sinc problem within stereo equip time make extrem happi issu longer,34,happi purchas alexa recent saw friend home play music talk product love sound love tell alexa ask question respond immedi abl listen cd sinc problem within stereo equip time make extrem happi issu longer
5,29-Jul-18,Black  Plus,"After we learned to use this (we are still learning), we are very pleased with Echo Plus",1,after we learned to use this we are still learning we are very pleased with echo plus,after we learned to use this we are still learning we are very pleased with echo plus,learn use still learn pleas echo plu,7,learn use still learn pleas echo plu
5,29-Jul-18,Black  Plus,I Love it !! Used one like this in Philly while visiting my son and decided to buy my own on Prime Day !,1,i love it used one like this in philly while visiting my son and decided to buy my own on prime day,i love it used one like this in philly while visiting my son and decided to buy my own on prime day,love use one like philli visit son decid buy prime day,11,love use one like philli visit son decid buy prime day
5,29-Jul-18,Black  Plus,The speakers on these devices are surprisingly good. The functionality of each echo device is fantastic.,1,the speakers on these devices are surprisingly good the functionality of each echo device is fantastic,the speakers on these devices are surprisingly good the functionality of each echo device is fantastic,speaker devic surprisingli good function echo devic fantast,8,speaker devic surprisingli good function echo devic fantast
5,29-Jul-18,Black  Plus,As advertised.  Connected my smart bulbs with no problems.,1,as advertised connected my smart bulbs with no problems,as advertised connected my smart bulbs with no problems,advertis connect smart bulb problem,5,advertis connect smart bulb problem
5,29-Jul-18,Black  Plus,It works perfect!,1,it works perfect,it works perfect,work perfect,2,work perfect
5,28-Jul-18,Black  Plus,"Love warehouse buys. If this was just in good used condition, then new must be newer than new. Seriously, this one was perfect, not a mark on it anywhere. Great buy!",1,love warehouse buys if this was just in good used condition then new must be newer than new seriously this one was perfect not a mark on it anywhere great buy,love warehouse buys if this was just in good used condition then new must be newer than new seriously this one was perfect not a mark on it anywhere great buy,love warehous buy good use condit new newer new serious one perfect mark anywher great buy,16,love warehous buy good use condit new newer new serious one perfect mark anywher great buy
5,28-Jul-18,Black  Plus,Alexa is awesome! The first day I got my Echo Plus I found out things that she can do that I didn’t think were even possible. I highly recommend this product. Along with all the accessories.,1,alexa is awesome the first day i got my echo plus i found out things that she can do that i didn t think were even possible i highly recommend this product along with all the accessories,alexa is awesome the first day i got my echo plus i found out things that she can do that i didn t think were even possible i highly recommend this product along with all the accessories,alexa awesom first day got echo plu found thing think even possibl highli recommend product along accessori,17,alexa awesom first day got echo plu found thing think even possibl highli recommend product along accessori
5,28-Jul-18,Black  Plus,Ease of set up. I’ll have fun sitting up other features as well as making my house a smart home.,1,ease of set up i ll have fun sitting up other features as well as making my house a smart home,ease of set up i ll have fun sitting up other features as well as making my house a smart home,eas set fun sit featur well make hous smart home,10,eas set fun sit featur well make hous smart home
3,28-Jul-18,White  Plus,I try use with yale lock but isn’t work,1,i try use with yale lock but isn t work,i try use with yale lock but isn t work,tri use yale lock work,5,tri use yale lock work
3,28-Jul-18,Black  Plus,IT SEEMS TO BE OK BUT THE INSTRUCTIONS ARE WEAK AND I CAN NOT SEEM TO GET IT TO WORK. I AM GOING TO GET MY TECHY FRIEND TO HELP ME OUT AND I WILL UPDATE YOU LATER,1,it seems to be ok but the instructions are weak and i can not seem to get it to work i am going to get my techy friend to help me out and i will update you later,it seems to be ok but the instructions are weak and i can not seem to get it to work i am going to get my techy friend to help me out and i will update you later,seem ok instruct weak seem get work go get techi friend help updat later,14,seem ok instruct weak seem get work go get techi friend help updat later
4,28-Jul-18,Black  Plus,"I love everything about it. I love that the echo plus turns on and off my light. It can also dim them with voice commands. I also like listening to my kindle books even the ones that I didn’t purchased  audibles for. I like that it can play my music from Amazon music, pandora, tunein, I heart radio and Spotify. Echo can even play my local radio station. I love that the echo is connected to my TiVo Bolt. This allows TiVo to pause, stop and play whatever I want with a simple voice command. I love that I can reorder items that I purchased on Amazon and that the echo plus notifies me when my order is mailed, when it will be delivered and when the package has been delivered.  The only three dislikes that I have is that if you’re up too close or to far the echo doesn’t respond. So I think they need to improve the microphone. And I wish the speaker was better. The speakers are okay but could be improved. Also I have the echo dot and it never has given me any problems with the internet. Well the other day I received a Red Light Right on my Echo Plus. This error was Sorry I’m having trouble understanding you please try again later. After research online I learned it was a problem connecting to my internet. And it was easy to find this out. And I found it odd that my dot wasn’t having this problem even though they are connected to the same network.",1,i love everything about it i love that the echo plus turns on and off my light it can also dim them with voice commands i also like listening to my kindle books even the ones that i didn t purchased audibles for i like that it can play my music from amazon music pandora tunein i heart radio and spotify echo can even play my local radio station i love that the echo is connected to my tivo bolt this allows tivo to pause stop and play whatever i want with a simple voice command i love that i can reorder items that i purchased on amazon and that the echo plus notifies me when my order is mailed when it will be delivered and when the package has been delivered the only three dislikes that i have is that if you re up too close or to far the echo doesn t respond so i think they need to improve the microphone and i wish the speaker was better the speakers are okay but could be improved also i have the echo dot and it never has given me any problems with the internet well the other day i received a red light right on my echo plus this error was sorry i m having trouble understanding you please try again later after research online i learned it was a problem connecting to my internet and it was easy to find this out and i found it odd that my dot wasn t having this problem even though they are connected to the same network,i love everything about it i love that the echo plus turns on and off my light it can also dim them with voice commands i also like listening to my kindle books even the ones that i didn t purchased audibles for i like that it can play my music from amazon music pandora tunein i heart radio and spotify echo can even play my local radio station i love that the echo is connected to my tivo bolt this allows tivo to pause stop and play whatever i want with a simple voice command i love that i can reorder items that i purchased on amazon and that the echo plus notifies me when my order is mailed when it will be delivered and when the package has been delivered the only three dislikes that i have is that if you re up too close or to far the echo doesn t respond so i think they need to improve the microphone and i wish the speaker was better the speakers are okay but could be improved also i have the echo dot and it never has given me any problems with the internet well the other day i received a red light right on my echo plus this error was sorry i m having trouble understanding you please try again later after research online i learned it was a problem connecting to my internet and it was easy to find this out and i found it odd that my dot wasn t having this problem even though they are connected to the same network,love everyth love echo plu turn light also dim voic command also like listen kindl book even one purchas audibl like play music amazon music pandora tunein heart radio spotifi echo even play local radio station love echo connect tivo bolt allow tivo paus stop play whatev want simpl voic command love reorder item purchas amazon echo plu notifi order mail deliv packag deliv three dislik close far echo respond think need improv microphon wish speaker better speaker okay improv also echo dot never given problem internet well day receiv red light right echo plu error sorri troubl understand pleas tri later research onlin learn problem connect internet easi find found odd dot problem even though connect network,118,love everyth love echo plu turn light also dim voic command also like listen kindl book even one purchas audibl like play music amazon music pandora tunein heart radio spotifi echo even play local radio station love echo connect tivo bolt allow tivo paus stop play whatev want simpl voic command love reorder item purchas amazon echo plu notifi order mail deliv packag deliv three dislik close far echo respond think need improv microphon wish speaker better speaker okay improv also echo dot never given problem internet well day receiv red light right echo plu error sorri troubl understand pleas tri later research onlin learn problem connect internet easi find found odd dot problem even though connect network
5,28-Jul-18,Black  Plus,Love everything about this....,1,love everything about this,love everything about this,love everyth,2,love everyth
5,28-Jul-18,Black  Plus,Perfect for controlling my tp-link smart devises,1,perfect for controlling my tp link smart devises,perfect for controlling my tp link smart devises,perfect control tp link smart devis,6,perfect control tp link smart devis
5,28-Jul-18,Black  Plus,Love this thing. Easy to setup and  looking forward to adding more smart devices to my home.,1,love this thing easy to setup and looking forward to adding more smart devices to my home,love this thing easy to setup and looking forward to adding more smart devices to my home,love thing easi setup look forward ad smart devic home,10,love thing easi setup look forward ad smart devic home
4,28-Jul-18,Black  Plus,Got it specifically to work with the August Smart Lock and it connected to it with ease.  Definitely ties the Smart Home together.,1,got it specifically to work with the august smart lock and it connected to it with ease definitely ties the smart home together,got it specifically to work with the august smart lock and it connected to it with ease definitely ties the smart home together,got specif work august smart lock connect eas definit tie smart home togeth,13,got specif work august smart lock connect eas definit tie smart home togeth
4,28-Jul-18,Black  Plus,Sound very nice perfect for the price,1,sound very nice perfect for the price,sound very nice perfect for the price,sound nice perfect price,4,sound nice perfect price
5,28-Jul-18,Black  Plus,Love it it's number 4!,1,love it it s number,love it it s number,love number,2,love number
5,28-Jul-18,Black  Plus,Wonderful product.  Love alexia,1,wonderful product love alexia,wonderful product love alexia,wonder product love alexia,4,wonder product love alexia
5,28-Jul-18,Black  Plus,It has a nice speaker.,1,it has a nice speaker,it has a nice speaker,nice speaker,2,nice speaker
4,28-Jul-18,Black  Plus,Music mainly but still checking other features,1,music mainly but still checking other features,music mainly but still checking other features,music mainli still check featur,5,music mainli still check featur
4,28-Jul-18,Black  Plus,"Very capable.  Language recognition is the best I've experienced.  Great sound, too!",1,very capable language recognition is the best i ve experienced great sound too,very capable language recognition is the best i ve experienced great sound too,capabl languag recognit best experienc great sound,7,capabl languag recognit best experienc great sound
5,28-Jul-18,Black  Plus,LOVE .. LOVE my Echo Plus !  So silly simple to set up .  Alexa has now become my new BFF.  Amazon 24/7 Support is hard to beat !!  Any questions answered any time ... What more can you ask for !!!,1,love love my echo plus so silly simple to set up alexa has now become my new bff amazon support is hard to beat any questions answered any time what more can you ask for,love love my echo plus so silly simple to set up alexa has now become my new bff amazon support is hard to beat any questions answered any time what more can you ask for,love love echo plu silli simpl set alexa becom new bff amazon support hard beat question answer time ask,19,love love echo plu silli simpl set alexa becom new bff amazon support hard beat question answer time ask
5,28-Jul-18,Black  Plus,Its got to be one of the coolest things.,1,its got to be one of the coolest things,its got to be one of the coolest things,got one coolest thing,4,got one coolest thing
5,28-Jul-18,Black  Plus,Awesome! Easy set up. Linked right up with my Nexia home automation.,1,awesome easy set up linked right up with my nexia home automation,awesome easy set up linked right up with my nexia home automation,awesom easi set link right nexia home autom,8,awesom easi set link right nexia home autom
5,28-Jul-18,Black  Plus,Hands free voice commands and interactions with smart devices around the house makes having an Echo Plus one of the best purchases I’ve made!,1,hands free voice commands and interactions with smart devices around the house makes having an echo plus one of the best purchases i ve made,hands free voice commands and interactions with smart devices around the house makes having an echo plus one of the best purchases i ve made,hand free voic command interact smart devic around hous make echo plu one best purchas made,16,hand free voic command interact smart devic around hous make echo plu one best purchas made
5,28-Jul-18,Black  Plus,Definitely a really good buy for FIRST time buyers of smart home stuff =]I bought 3 =],1,definitely a really good buy for first time buyers of smart home stuff i bought,definitely a really good buy for first time buyers of smart home stuff i bought,definit realli good buy first time buyer smart home stuff bought,11,definit realli good buy first time buyer smart home stuff bought
4,28-Jul-18,Black  Plus,I enjoy the various functions of the device,1,i enjoy the various functions of the device,i enjoy the various functions of the device,enjoy variou function devic,4,enjoy variou function devic
5,28-Jul-18,Black  Plus,"Alread had Echos and Dots, but the ability to control Philips Hue bulbs nudged me to buy this on Prime Day.  Another fun product from Amazon.",1,alread had echos and dots but the ability to control philips hue bulbs nudged me to buy this on prime day another fun product from amazon,alread had echos and dots but the ability to control philips hue bulbs nudged me to buy this on prime day another fun product from amazon,alread echo dot abil control philip hue bulb nudg buy prime day anoth fun product amazon,16,alread echo dot abil control philip hue bulb nudg buy prime day anoth fun product amazon
5,28-Jul-18,Black  Plus,"I purchased the Echo Plus with the Build-in Hub, so I could have the convenience of asking Alexa to turn my lights and lamps on and off.  Philips Hue Light Bulbs were placed in the fixtures that I wanted Alexa to control and they all work great!  I already had an Echo Dot in my Kitchen/Den area, so I placed the Echo Plus with Hub in my bedroom. My radio and lamps in my Kitchen and Den are controlled with TP-Link plugs.  But, the ceiling light fixtures and lamp in my Den and Bedroom have special Philips Hue Light Bulbs that are controlled by the Hub inside the Echo Plus.  I am able to play music, set my alarm, get weather reports and numerous other things on both devices.  The Echo Dot requires a TP-Link plug to be plugged into it and the Echo Plus requires a special Philips Light Bulbs installed in each light fixture to work..  The only thing I dislike is the high price of the light bulbs required to make the lights work. Regular light bulbs placed in the ceiling light fixtures will not work with Alexa and  the Echo Plus with Hub.  Other than the high price of the bulbs, I love my Echo Plus with built in hub!",1,i purchased the echo plus with the build in hub so i could have the convenience of asking alexa to turn my lights and lamps on and off philips hue light bulbs were placed in the fixtures that i wanted alexa to control and they all work great i already had an echo dot in my kitchen den area so i placed the echo plus with hub in my bedroom my radio and lamps in my kitchen and den are controlled with tp link plugs but the ceiling light fixtures and lamp in my den and bedroom have special philips hue light bulbs that are controlled by the hub inside the echo plus i am able to play music set my alarm get weather reports and numerous other things on both devices the echo dot requires a tp link plug to be plugged into it and the echo plus requires a special philips light bulbs installed in each light fixture to work the only thing i dislike is the high price of the light bulbs required to make the lights work regular light bulbs placed in the ceiling light fixtures will not work with alexa and the echo plus with hub other than the high price of the bulbs i love my echo plus with built in hub,i purchased the echo plus with the build in hub so i could have the convenience of asking alexa to turn my lights and lamps on and off philips hue light bulbs were placed in the fixtures that i wanted alexa to control and they all work great i already had an echo dot in my kitchen den area so i placed the echo plus with hub in my bedroom my radio and lamps in my kitchen and den are controlled with tp link plugs but the ceiling light fixtures and lamp in my den and bedroom have special philips hue light bulbs that are controlled by the hub inside the echo plus i am able to play music set my alarm get weather reports and numerous other things on both devices the echo dot requires a tp link plug to be plugged into it and the echo plus requires a special philips light bulbs installed in each light fixture to work the only thing i dislike is the high price of the light bulbs required to make the lights work regular light bulbs placed in the ceiling light fixtures will not work with alexa and the echo plus with hub other than the high price of the bulbs i love my echo plus with built in hub,purchas echo plu build hub conveni ask alexa turn light lamp philip hue light bulb place fixtur want alexa control work great alreadi echo dot kitchen den area place echo plu hub bedroom radio lamp kitchen den control tp link plug ceil light fixtur lamp den bedroom special philip hue light bulb control hub insid echo plu abl play music set alarm get weather report numer thing devic echo dot requir tp link plug plug echo plu requir special philip light bulb instal light fixtur work thing dislik high price light bulb requir make light work regular light bulb place ceil light fixtur work alexa echo plu hub high price bulb love echo plu built hub,116,purchas echo plu build hub conveni ask alexa turn light lamp philip hue light bulb place fixtur want alexa control work great alreadi echo dot kitchen den area place echo plu hub bedroom radio lamp kitchen den control tp link plug ceil light fixtur lamp den bedroom special philip hue light bulb control hub insid echo plu abl play music set alarm get weather report numer thing devic echo dot requir tp link plug plug echo plu requir special philip light bulb instal light fixtur work thing dislik high price light bulb requir make light work regular light bulb place ceil light fixtur work alexa echo plu hub high price bulb love echo plu built hub
5,28-Jul-18,Black  Plus,Easily configured hub capabilities.  Excellent sound quality for the size of the unit.,1,easily configured hub capabilities excellent sound quality for the size of the unit,easily configured hub capabilities excellent sound quality for the size of the unit,easili configur hub capabl excel sound qualiti size unit,9,easili configur hub capabl excel sound qualiti size unit
5,28-Jul-18,Black  Plus,Works great in my large open room,1,works great in my large open room,works great in my large open room,work great larg open room,5,work great larg open room
5,28-Jul-18,Black  Plus,Fun,1,fun,fun,fun,1,fun
5,28-Jul-18,Black  Plus,This is outstanding works awesome the music sound very clear and loud and Alexa is very smart,1,this is outstanding works awesome the music sound very clear and loud and alexa is very smart,this is outstanding works awesome the music sound very clear and loud and alexa is very smart,outstand work awesom music sound clear loud alexa smart,9,outstand work awesom music sound clear loud alexa smart
5,28-Jul-18,Black  Plus,I bought this specifically for the smart hub capability. So far it has been great. Easy set up instructions for all the various brands compatible with it.,1,i bought this specifically for the smart hub capability so far it has been great easy set up instructions for all the various brands compatible with it,i bought this specifically for the smart hub capability so far it has been great easy set up instructions for all the various brands compatible with it,bought specif smart hub capabl far great easi set instruct variou brand compat,13,bought specif smart hub capabl far great easi set instruct variou brand compat
5,28-Jul-18,Black  Plus,"The sound is wonderful and it just plain works. I wish it cost less, but it is worth the cost. (especially on Prime Day)",1,the sound is wonderful and it just plain works i wish it cost less but it is worth the cost especially on prime day,the sound is wonderful and it just plain works i wish it cost less but it is worth the cost especially on prime day,sound wonder plain work wish cost less worth cost especi prime day,12,sound wonder plain work wish cost less worth cost especi prime day
5,28-Jul-18,White  Plus,Comes with a hub.  Got it during prime day for $99 and a hue white bulb.  Works great.  Now I can add more stuff that required a hub!,1,comes with a hub got it during prime day for and a hue white bulb works great now i can add more stuff that required a hub,comes with a hub got it during prime day for and a hue white bulb works great now i can add more stuff that required a hub,come hub got prime day hue white bulb work great add stuff requir hub,14,come hub got prime day hue white bulb work great add stuff requir hub
5,28-Jul-18,Black  Plus,"Got it for the smart hub and does exactly was it says, turn lights on and off, arm and disarm my security system and the thermostat is next.  Great.product!",1,got it for the smart hub and does exactly was it says turn lights on and off arm and disarm my security system and the thermostat is next great product,got it for the smart hub and does exactly was it says turn lights on and off arm and disarm my security system and the thermostat is next great product,got smart hub exactli say turn light arm disarm secur system thermostat next great product,15,got smart hub exactli say turn light arm disarm secur system thermostat next great product
5,28-Jul-18,Black  Plus,"Very easy to set up, great sound.",1,very easy to set up great sound,very easy to set up great sound,easi set great sound,4,easi set great sound
4,28-Jul-18,Black  Plus,So far it's been very useful. Trying to learn all the ways to use Alexa .,1,so far it s been very useful trying to learn all the ways to use alexa,so far it s been very useful trying to learn all the ways to use alexa,far use tri learn way use alexa,7,far use tri learn way use alexa
5,28-Jul-18,Black  Plus,works better than I thought,1,works better than i thought,works better than i thought,work better thought,3,work better thought
5,28-Jul-18,Black  Plus,"Loved all about it, all I can do with it and it looks good.",1,loved all about it all i can do with it and it looks good,loved all about it all i can do with it and it looks good,love look good,3,love look good
5,28-Jul-18,Black  Plus,Great product and fast shipping. Thank you,1,great product and fast shipping thank you,great product and fast shipping thank you,great product fast ship thank,5,great product fast ship thank
