review,sentiment,review_cleaned
"When I was a younger(oh about 2)I watched Barney for the first time, and liked it. BUT, back then I didn't exactly have a brain, either. And now I look back and see what a horrible show ""Barney"" really is: First of all, EVERYTHING on that show is creepy. Barney, the main character, is a horrendous 9-foot tall talking, purple dinosaur that teaches 13-year-olds about ""imagination....""(*shudders*) B.J.(I know what your thinking about his name.)Is a smaller yet creepier yellow dinosaur that is put in to be ""supposudly"" cool. But in fact, he is the exact opposite. After watching a few episodes with B.J. dumbly trudging in with his slightly turned back cap, and making a few no-so-funny jokes, I wanted to scream. Baby Bop-oh-oh-god!(*vomits*)oh-oh-OH-anyway Baby Bop is the worst idea of a character EVER. She is a green triceratops(it's a dinosaur) that carries a yellow blanket. Her remarks of ""hee-hee-hee"" and Barney's praises cries of 'super-deeee-doooper"", make it hard to sit through each episode, as the Seventh graders learn about shapes and manners.<br /><br />And that, my friend, is what makes this show truly horrible.",negative,younger oh 2 watched barney first time liked back exactly brain either look back see horrible show barney really first everything show creepy barney main character horrendous 9 foot tall talking purple dinosaur teaches 13 year olds imagination shudders b j know thinking name smaller yet creepier yellow dinosaur put supposudly cool fact exact opposite watching episodes b j dumbly trudging slightly turned back cap making no funny jokes wanted scream baby bop oh oh god vomits oh oh oh anyway baby bop worst idea character ever green triceratops dinosaur carries yellow blanket remarks hee hee hee barney praises cries super deeee doooper make hard sit episode seventh graders learn shapes manners br br friend makes show truly horrible
"Steve McQueen has certainly a lot of loyal fans out there. He certainly was a charismatic fellow, one of the most charismatic the big screen ever knew. But even McQueen can't save this turkey of a film, shot with what looks like a brownie camera in the actual locations in St. Louis.<br /><br />McQueen's a new kid with no criminal record brought into the planning of a bank heist by one of the other gang. There's more than a broad hint that there's a gay relationship going on between young Steve and David Clarke. He's not liked at all by the other heist members, mainly because of his lack of criminal resume. <br /><br />Steve also has a girl friend in Molly McCarthy and she suspects something afoot, especially when he starts hanging around with Crahan Denton and James Dukas as well as Clarke, all pretty rough characters. That would certainly get my suspicions aroused.<br /><br />The Great St. Louis Bank Robbery had two directors Charles Guggenheim and John Stix. Guggenheim did mostly documentaries and Stix didn't do much of anything. One of those two jokers decided Steve's performance was best served by doing a bad Marlon Brando imitation. <br /><br />This film may go down as the worst ever done by Steve McQueen. I'm willing to bet that Dick Powell and Four Star Productions had already signed him for Wanted Dead or Alive because I can't believe they would have if they saw this.<br /><br />Or they would have seen something the public would have overlooked except for the dressing for this turkey.",negative,steve mcqueen certainly lot loyal fans certainly charismatic fellow one charismatic big screen ever knew even mcqueen save turkey film shot looks like brownie camera actual locations st louis br br mcqueen new kid no criminal record brought planning bank heist one gang broad hint gay relationship going young steve david clarke not liked heist members mainly lack criminal resume br br steve also girl friend molly mccarthy suspects something afoot especially starts hanging around crahan denton james dukas well clarke pretty rough characters would certainly get suspicions aroused br br great st louis bank robbery two directors charles guggenheim john stix guggenheim mostly documentaries stix much anything one two jokers decided steve performance best served bad marlon brando imitation br br film may go worst ever done steve mcqueen willing bet dick powell four star productions already signed wanted dead alive believe would saw br br would seen something public would overlooked except dressing turkey
"This is a bad film, as its central message is very muddled and the plot seems like it was the result of merging several disparate scripts. As a result, it often makes absolutely no sense at all and certainly is not a film Miss Dunne or Mr. Huston should have been proud of making. However, the film IS worth watching if you are a fan of ""Pre-Code"" films because it features an amazingly sleazy plot that strongly says that nice girls DO put out--even if they aren't married and even if their partner IS!! <br /><br />The film begins with Miss Dunne as a social worker assisting troops heading to Europe for WWI. In the process, she meets a scalawag (Bruce Cabot) who eventually convinces her to sleep with him. She becomes pregnant and he then goes on to the next unsuspecting woman. However, Miss Dunne does NOT want him back, as she realizes he's not worth it, but later her baby dies at child birth. While all these very controversial plot elements are used, they are always alluded to--almost like they wanted the adults in the audience to know but hoped that if they phrase it or film it in just the right way, kids in the audience will be clueless (after all, films were not rated and kids might attend any film at this time).<br /><br />Surprisingly, this entire plot involving a stillborn baby and Cabot ends about 1/4 of the way through the film and is never mentioned again or alluded to. It was as if they filmed part of a movie and abandoned it--tacking it on to still another film. In this second phase of the film, Miss Dunne unexpectedly begins working at a women's prison (though we actually never really get to see her doing anything there). What we do see are countless horrible scenes of severe abuse and torture that were probably designed to titillate. And, as a result of all this violence, Miss Dunne goes on a crusade to clean up the prison and becomes a reformer and famous writer.<br /><br />But then, out of the blue, another type of film emerges and the women's prison reform business goes by the wayside. Dunne meets a judge (Walter Huston) who is married but he desperately wants her. Now throughout the film, Dunne is portrayed as a very good girl--even though she did have unmarried sex with Cabot (she was more or less tricked into it). But now, single Irene, who is a tireless reformer and good lady begins sleeping with a married man. He tells her that he and his wife are estranged and are married in name only, but she never thinks to investigate if this is true, and with his assurance, off flies her clothes and they are in the baby making business! BUT, while she's pregnant with his love child, he's indicted for being a crooked judge. He assures her he's innocent, but he's convicted and it sure sounds like he's a scoundrel--using inside information from people that have come before his bench in order to amass a fortune. Then, in the final moments of the film, Miss Dunne tries in vain to get him freed and vows to wait with the child until Huston is released. The film then ends.<br /><br />So, we basically have three separate films AND a bizarre early 30s idea of what a nice girl should be like. I gathered that she should be a strong-minded working girl who instantly becomes an idiot in her personal relationships! This really undoes all the positives about Dunne's character and it's really hard to imagine anyone liking the film. A strong women's rights advocate might easily be offended at how weak-minded and needy she was and religious people might see her as totally amoral or at least morally suspect! With a decent re-write, this could have been a good film or at least interesting as a lewd and salacious film, but it couldn't make up its mind WHAT it wanted to be and was just another dull Pre-Code film.",negative,bad film central message muddled plot seems like result merging several disparate scripts result often makes absolutely no sense certainly not film miss dunne mr huston proud making however film worth watching fan pre code films features amazingly sleazy plot strongly says nice girls put even married even partner br br film begins miss dunne social worker assisting troops heading europe wwi process meets scalawag bruce cabot eventually convinces sleep becomes pregnant goes next unsuspecting woman however miss dunne not want back realizes not worth later baby dies child birth controversial plot elements used always alluded almost like wanted adults audience know hoped phrase film right way kids audience clueless films not rated kids might attend film time br br surprisingly entire plot involving stillborn baby cabot ends 1 4 way film never mentioned alluded filmed part movie abandoned tacking still another film second phase film miss dunne unexpectedly begins working women prison though actually never really get see anything see countless horrible scenes severe abuse torture probably designed titillate result violence miss dunne goes crusade clean prison becomes reformer famous writer br br blue another type film emerges women prison reform business goes wayside dunne meets judge walter huston married desperately wants throughout film dunne portrayed good girl even though unmarried sex cabot less tricked single irene tireless reformer good lady begins sleeping married man tells wife estranged married name never thinks investigate true assurance flies clothes baby making business pregnant love child indicted crooked judge assures innocent convicted sure sounds like scoundrel using inside information people come bench order amass fortune final moments film miss dunne tries vain get freed vows wait child huston released film ends br br basically three separate films bizarre early 30s idea nice girl like gathered strong minded working girl instantly becomes idiot personal relationships really undoes positives dunne character really hard imagine anyone liking film strong women rights advocate might easily offended weak minded needy religious people might see totally amoral least morally suspect decent write could good film least interesting lewd salacious film make mind wanted another dull pre code film
"I caught this movie on the Sci-Fi channel recently. It actually turned out to be pretty decent as far as B-list horror/suspense films go. Two guys (one naive and one loud mouthed a**) take a road trip to stop a wedding but have the worst possible luck when a maniac in a freaky, make-shift tank/truck hybrid decides to play cat-and-mouse with them. Things are further complicated when they pick up a ridiculously whorish hitchhiker. What makes this film unique is that the combination of comedy and terror actually work in this movie, unlike so many others. The two guys are likable enough and there are some good chase/suspense scenes. Nice pacing and comic timing make this movie more than passable for the horror/slasher buff. Definitely worth checking out.",positive,caught movie sci fi channel recently actually turned pretty decent far b list horror suspense films go two guys one naive one loud mouthed take road trip stop wedding worst possible luck maniac freaky make shift tank truck hybrid decides play cat mouse things complicated pick ridiculously whorish hitchhiker makes film unique combination comedy terror actually work movie unlike many others two guys likable enough good chase suspense scenes nice pacing comic timing make movie passable horror slasher buff definitely worth checking
"(Very mild spoilers; a basic plot outline, no real details) <br /><br />IF you go into this movie with sufficiently low expectations. I saw this film at a free screening a few days ago in Maryland, and the only reason I agreed to go...was because it was free. I expected a few chuckles, but as I have never been a huge fan of Tenacious D, not much more then that.<br /><br />The first ten minutes of the film are hilarious, as we are given a look at Jack Black's humble Christian origins in a Midwest American town. The film then takes us years into the future, to the first meeting between JB and Kyle Gass, the second half of Tenacious D. We see the formation of the band and the genesis of its name. Finally, as the title suggests, the second half of the film details their quest to obtain the fabled ""Pick of Destiny."" Again, the beginning of the film was laugh out loud funny, and most of the movie at least kept a smile on my face. That said, there were times it felt a bit long; it's only 100 minutes, but it still felt like it should have been a bit shorter. The story is every bit as absurd as it sounds, and this is not a film you see if you want a real plot. Which is fine, except it means that many of the jokes are very hit or miss...and when they miss, they miss bad. Same thing with the songs; it is a musical, but many of the songs lost their appeal after the first minute or so...then kept going anyway.<br /><br />I will say that the R-rating really saved this movie from bombing; The D's humor simply couldn't work without cussing, sex, and drug references. But unless you're a real fan of the band, or at the very least know you appreciate their style of comedy, I would recommend you save yourself some money and rent. ""Pick"" will make you giggle a bit...but is it worth 9 bucks? I don't think so. I was tempted to rate it a 6, but since I do think that many would enjoy it enough to justify seeing it in theatres, a 7 seems more appropriate. Just be sure it's your style.",positive,mild spoilers basic plot outline no real details br br go movie sufficiently low expectations saw film free screening days ago maryland reason agreed go free expected chuckles never huge fan tenacious not much br br first ten minutes film hilarious given look jack black humble christian origins midwest american town film takes us years future first meeting jb kyle gass second half tenacious see formation band genesis name finally title suggests second half film details quest obtain fabled pick destiny beginning film laugh loud funny movie least kept smile face said times felt bit long 100 minutes still felt like bit shorter story every bit absurd sounds not film see want real plot fine except means many jokes hit miss miss miss bad thing songs musical many songs lost appeal first minute kept going anyway br br say r rating really saved movie bombing humor simply work without cussing sex drug references unless real fan band least know appreciate style comedy would recommend save money rent pick make giggle bit worth 9 bucks think tempted rate 6 since think many would enjoy enough justify seeing theatres 7 seems appropriate sure style
"I shall begin with a disclaimer: This movie is NOT recommended for anyone who lack interest or have never played FF7 the game before watching. The movie relies on the audience's knowledge of each character in the game to convey story plot elements. And it does so very subtly. Do your homework before watching this wonderful piece of CG film and I promise it'll be that much better.<br /><br />With that in mind, this film has some of the most spectacular CG sequences I have ever witnessed. The whole experience felt like an extra long FMV sequence from the game, on steroids. Yeah. The attention to detail in each scene, especially in the heavy action oriented ones, is so impeccable it left me with a sense of awe.<br /><br />I believe the soundtrack is simplified so as to help the audience focus on the animation quality more than the music. Again, for those who are familiar with the FF7 story and background, the music should not surprise anyone (although the timing and placement of each soundtrack from the original accompany each scene and mood to the point where the music simply enhances the animation).<br /><br />Once again, I myself having only played through FF7 once, thoroughly enjoyed this piece of art from Square Enix. And that is the feel in most scenes, choreographed and organized. Like a dance.<br /><br />In short, if you enjoyed the music or the game Final Fantasy 7, this film will blow you out of the water. If you're in the unfortunate majority who has not experienced the goodness known as FF7 on Playstation or PC, doing so before watching the movie will allow for an exponentially greater experience.<br /><br />Finally, I just want to make a note of the quality in animating this film. Characters move with fluidity. Each scene background comes to life and tells its own story. For those who criticize the thinness and dependency of the story plot, I urge you to reexamine the animation. Facial reactions, subtle clues that bring about another level of entertainment above the typical narration method of story plot delivery.<br /><br />Square Enix and the great Tetsuya Nomura has set a new bar for quality animation and storytelling. Advent Children has ushered in a new era for CG animations, allowing the subtleties that lie in each character to speak volumes in and of themselves.<br /><br />Thanks Square Enix. The wait was well worth it.",positive,shall begin disclaimer movie not recommended anyone lack interest never played ff7 game watching movie relies audience knowledge character game convey story plot elements subtly homework watching wonderful piece cg film promise much better br br mind film spectacular cg sequences ever witnessed whole experience felt like extra long fmv sequence game steroids yeah attention detail scene especially heavy action oriented ones impeccable left sense awe br br believe soundtrack simplified help audience focus animation quality music familiar ff7 story background music not surprise anyone although timing placement soundtrack original accompany scene mood point music simply enhances animation br br played ff7 thoroughly enjoyed piece art square enix feel scenes choreographed organized like dance br br short enjoyed music game final fantasy 7 film blow water unfortunate majority not experienced goodness known ff7 playstation pc watching movie allow exponentially greater experience br br finally want make note quality animating film characters move fluidity scene background comes life tells story criticize thinness dependency story plot urge reexamine animation facial reactions subtle clues bring another level entertainment typical narration method story plot delivery br br square enix great tetsuya nomura set new bar quality animation storytelling advent children ushered new era cg animations allowing subtleties lie character speak volumes br br thanks square enix wait well worth
"This is quite possibly one of the worst movies ever made. Everything about it--acting, directing, script, cinematography--is dreadful. The alien (a human in sparkly suit) claims to be from a nearby universe; one assumes the scriptwriter meant ""galaxy"" but didn't bother to get a dictionary to check his terms. A better title for the film would be ""It Came From the Planet of Plot Contrivances."" The plot is excessively silly and nearly nonexistent. The humans are all given magical MacGuffins that conform to a tortuous series of unlikely restrictions just to move the bare plot. Any thought to the passage of time is ignored. Now it's a couple days after meeting the alien, then BAM! all of a sudden there's only a couple hours left until zero hour. Do yourself a favor and miss this movie. You will make yourself stupider for having watched it. The ending is particularly silly, and should have been accompanied by someone going ""Ta-Da!!!!"" as the scriptwriter just pulls something random out of his butt. I think the real alien plot is that this movie sucks so bad you'll get cancer watching it. If you can watch the last 10 minutes without crapping yourself (""enemies of freedom""--honestly) laughing, you're retarded.",negative,quite possibly one worst movies ever made everything acting directing script cinematography dreadful alien human sparkly suit claims nearby universe one assumes scriptwriter meant galaxy bother get dictionary check terms better title film would came planet plot contrivances plot excessively silly nearly nonexistent humans given magical macguffins conform tortuous series unlikely restrictions move bare plot thought passage time ignored couple days meeting alien bam sudden couple hours left zero hour favor miss movie make stupider watched ending particularly silly accompanied someone going ta da scriptwriter pulls something random butt think real alien plot movie sucks bad get cancer watching watch last 10 minutes without crapping enemies freedom honestly laughing retarded
"If you really really REALLY enjoy movies featuring ants building dirt-mirrors, eating non-ants, and conquering the world with a voice-over narrative, then this is the movie for you. Basically, a couple of scientists working out of a bio-dome communicate with highly intelligent ants (the most intelligent actors in this film) in an attempt to try to thwart their plans of conquest and extermination. Throughout the movie the two scientists (and a girl they rescued from the ants) use everything at their disposal (computers, green dye, and horrid acting), but to no avail. I guess they just couldn't afford any pesticides because the movie would be over too quickly.<br /><br />The title of the movie ""Phase IV"" is something of a mystery. This is not a spoiler, but ""Phase I"" starts right after the opening credits whereas you don't reach ""Phase IV"" until the end credits roll. Apparently the director knew the movie would be tedious to get through and so placed Phases 1 - 3 throughout the movie as a kind of progress report: ""Hang in there buddy! Only 1 more phase until final credits!"" As a MST3K episode, this one wasn't very good for two reasons: 1) This one is from the Season 0 on KTMA when they were first starting out so the riffing is not as good as in later seasons; and 2) This movie is so bad not even J&TB can lighten it up. There are one or two Gamera references as they had just finished riffing 5 Gamera movies.<br /><br />The movie does have a trick/surprise ending, but I was so glad to reach the end the effect was lost on me.",negative,really really really enjoy movies featuring ants building dirt mirrors eating non ants conquering world voice narrative movie basically couple scientists working bio dome communicate highly intelligent ants intelligent actors film attempt try thwart plans conquest extermination throughout movie two scientists girl rescued ants use everything disposal computers green dye horrid acting no avail guess afford pesticides movie would quickly br br title movie phase iv something mystery not spoiler phase starts right opening credits whereas reach phase iv end credits roll apparently director knew movie would tedious get placed phases 1 3 throughout movie kind progress report hang buddy 1 phase final credits mst3k episode one good two reasons 1 one season 0 ktma first starting riffing not good later seasons 2 movie bad not even j tb lighten one two gamera references finished riffing 5 gamera movies br br movie trick surprise ending glad reach end effect lost
"Joseph Brady and Clarence Doolittle are two sailors, who have a four-day shore leave in Hollywood.Joe knows everything about girls and can't wait to see Lola, while Clarence is shyer and needs some advice from his buddy on how to meet girls.They then run into a little boy, Donald Martin, who has ran away in order to join the navy.They take him home and meet his beautiful aunt Susan, who wants to be a singer.Clarence wants Susie to be his girl, but his shyness gets in the way.But he doesn't feel shy with a waitress, who comes from Brooklyn, like he does.Soon Joe notices he's in love with Susie.The boys are in a fix when they lie to Susie on meeting with a big time music producer they don't even know.As they are in a fix with their feelings.George Sidney's Anchors Aweigh (1945) is a great musical comedy.Gene Kelly is top-notch, once again, in his singing and dancing routines.Frank Sinatra is terrific as the shy guy from Brooklyn.Shy isn't the first thing that comes to mind when you think of Frank Sinatra, but he plays his part well.Kathryn Grayson is fantastic as Susan Abbott.We sadly lost this gifted actress and operatic soprano singer last month at the age of 88.The 9-year old Dean Stockwell does amazing job as the little fellow wanting to become a sailor.Jose Iturbi does great job performing himself.It's magic what he does with the piano.Edgar Kennedy plays Chief of police station.Sara Berner is the voice of Jerry Mouse.There's a lot of great stuff in this movie and some fantastic singing and dancing numbers.Just look at Kelly and Sinatra performing ""We Hate to Leave"".It's so energetic.""If You Knew Susie (Like I Know Susie)"" is quite funny.It's a nice moment when Frank sings Brahms' Lullaby to little Dean Stockwell.It's lovely to listen to Grayson singing the tango ""Jealousy"" .The most memorable sequence is the one that takes into the animated fantasy world, and there Gene sings and dances with Jerry Mouse.Also Tom Cat is seen there as the butler.They originally asked Mickey Mouse but he refused.The movie was nominated for five Oscars but Georgie Stoll got one for Original Music Score.Anchors Aweigh is some high class entertainment.",positive,joseph brady clarence doolittle two sailors four day shore leave hollywood joe knows everything girls wait see lola clarence shyer needs advice buddy meet girls run little boy donald martin ran away order join navy take home meet beautiful aunt susan wants singer clarence wants susie girl shyness gets way feel shy waitress comes brooklyn like soon joe notices love susie boys fix lie susie meeting big time music producer even know fix feelings george sidney anchors aweigh 1945 great musical comedy gene kelly top notch singing dancing routines frank sinatra terrific shy guy brooklyn shy first thing comes mind think frank sinatra plays part well kathryn grayson fantastic susan abbott sadly lost gifted actress operatic soprano singer last month age 88 9 year old dean stockwell amazing job little fellow wanting become sailor jose iturbi great job performing magic piano edgar kennedy plays chief police station sara berner voice jerry mouse lot great stuff movie fantastic singing dancing numbers look kelly sinatra performing hate leave energetic knew susie like know susie quite funny nice moment frank sings brahms lullaby little dean stockwell lovely listen grayson singing tango jealousy memorable sequence one takes animated fantasy world gene sings dances jerry mouse also tom cat seen butler originally asked mickey mouse refused movie nominated five oscars georgie stoll got one original music score anchors aweigh high class entertainment
"From director Barbet Schroder (Reversal of Fortune), I think I saw a bit of this in my Media Studies class, and I recognised the leading actress, so I tried it, despite the rating by the critics. Basically cool kid Richard Haywood (Half Nelson's Ryan Gosling) and Justin Pendleton (Bully's Michael Pitt) team up to murder a random girl to challenge themselves and see if they can get away with it without the police finding them. Investigating the murder is homicide detective Cassie 'The Hyena' Mayweather (Sandra Bullock) with new partner Sam Kennedy (Ben Chaplin), who are pretty baffled by the evidence found on the scene, e.g. non-relating hairs. The plan doesn't seem to be completely going well because Cassie and Sam do quite quickly have Richard or Justin as suspects, it is just a question of if they can sway them away. Also starring Agnes Bruckner as Lisa Mills, Chris Penn as Ray Feathers, R.D. Call as Captain Rod Cody and Tom Verica as Asst. D.A. Al Swanson. I can see now the same concept as Sir Alfred Hitchcock's Rope with the murdering for a challenge thing, but this film does it in a very silly way, and not even a reasonably good Bullock can save it from being dull and predictable. Adequate!",negative,director barbet schroder reversal fortune think saw bit media studies class recognised leading actress tried despite rating critics basically cool kid richard haywood half nelson ryan gosling justin pendleton bully michael pitt team murder random girl challenge see get away without police finding investigating murder homicide detective cassie hyena mayweather sandra bullock new partner sam kennedy ben chaplin pretty baffled evidence found scene e g non relating hairs plan seem completely going well cassie sam quite quickly richard justin suspects question sway away also starring agnes bruckner lisa mills chris penn ray feathers r call captain rod cody tom verica asst al swanson see concept sir alfred hitchcock rope murdering challenge thing film silly way not even reasonably good bullock save dull predictable adequate
"Things to Come is an early Sci-Fi film that shows an imagined world, or ""Everytown"" through 100 years. You can break it up into about 4 different scenes or parts. The film spans from 1940 to 2036 and is mainly about how this ruler or the ""Boss"" wanted to get the capability to fly in airplanes again, after Everytown was bombed and war broke out.<br /><br />This film only has about 3 faults: it's audio is muddy and video had some quirks, the characters aren't deep at all, and the overall plot isn't altogether solid. The plot is lacking something that I can't put my finger on... it just seems a little ""fluffy."" But if you love sci-fi and are interested in what H.G. Wells though might happened in the next hundred years, this is a must see. It's worth seeing just to learn of what everyone was fearing: a long, drawn-out war, because they were just about to go to war with Germany, and there was a threat of biological weapons and everything.<br /><br />Things to Come is a pretty good movie that most people need to see once.",positive,things come early sci fi film shows imagined world everytown 100 years break 4 different scenes parts film spans 1940 2036 mainly ruler boss wanted get capability fly airplanes everytown bombed war broke br br film 3 faults audio muddy video quirks characters deep overall plot altogether solid plot lacking something put finger seems little fluffy love sci fi interested h g wells though might happened next hundred years must see worth seeing learn everyone fearing long drawn war go war germany threat biological weapons everything br br things come pretty good movie people need see
"Weak,stale, tired, cliched; wants to be Basic Instinct, but misses opportunity after opportunity for fresh perspectives, new insights. Insipid, trite, grotesque, and without the possibly-redeeming value of brevity; oh, wait...it was only 90 minutes long...it must have just *seemed* a lot longer! I'd rather clean bus station toilets with my toothbrush than have to sit through this again. I'm expressing an opinion here: I guess this means I didn't like it.",negative,weak stale tired cliched wants basic instinct misses opportunity opportunity fresh perspectives new insights insipid trite grotesque without possibly redeeming value brevity oh wait 90 minutes long must seemed lot longer rather clean bus station toilets toothbrush sit expressing opinion guess means like
"One word can describe this movie and that is weird. I recorded this movie one day because it was a Japanese animation and it was old so I thought it would be interesting. Well it was, the movie is about a young boy who travels the universe to get a metal body so he can seek revenge. On the way he meets very colorful characters and must ultimately decide if he wants the body or not. Very strange, if you are a fan of animation/science-fiction you might want to check this out.",positive,one word describe movie weird recorded movie one day japanese animation old thought would interesting well movie young boy travels universe get metal body seek revenge way meets colorful characters must ultimately decide wants body not strange fan animation science fiction might want check
"While i was the video store i was browsing through the one dollar rentals and came upon this little gem. I don't know what it was about it but i just had a gut instic about it and wow was i ever right.<br /><br />The story centers around two girls who have just survived a school shooting. One of the girls is Alicia a teenage reble who is the only witness for the full attack and another is Deanna another survivor who survived a bullet to the head by some miracle. Thrown together by fate, they slowly begin a painful and beautiful display of healing and moving on.<br /><br />I just hate it when amazing movies fall through the cracks. Because wow what a performance by Busy Phillips and Erkia Christensen not to mention the rest of the cast! My only complaint is that the DVD was sorely lacking in special features. Oh and some of the jump cuts in the movie were kind of jarring. But all in all a excellent movie.",positive,video store browsing one dollar rentals came upon little gem know gut instic wow ever right br br story centers around two girls survived school shooting one girls alicia teenage reble witness full attack another deanna another survivor survived bullet head miracle thrown together fate slowly begin painful beautiful display healing moving br br hate amazing movies fall cracks wow performance busy phillips erkia christensen not mention rest cast complaint dvd sorely lacking special features oh jump cuts movie kind jarring excellent movie
"this film is quite simply one of the worst films ever made and is a damning indictment on not only the British film industry but the talentless hacks at work today. Not only did the film get mainstream distribution it also features a good cast of British actors, so what went wrong? i don't know and simply i don't care enough to engage with the debate because the film was so terrible it deserves no thought at all. be warned and stay the hell away from this rubbish. but apparently i need to write ten lines of text in this review so i might as well detail the plot. A nob of a man is setup by his evil friend and co-worker out of his father's company and thus leads to an encounter with the Russian mafia and dodgy accents and stupid, very stupid plot twists/devices. i should have asked for my money back but was perhaps still in shock from the experience. if you want a good crime film watch the usual suspects or the godfather, what about lock, stock.... thats the peak of the contemporary British crime film.....",negative,film quite simply one worst films ever made damning indictment not british film industry talentless hacks work today not film get mainstream distribution also features good cast british actors went wrong know simply care enough engage debate film terrible deserves no thought warned stay hell away rubbish apparently need write ten lines text review might well detail plot nob man setup evil friend co worker father company thus leads encounter russian mafia dodgy accents stupid stupid plot twists devices asked money back perhaps still shock experience want good crime film watch usual suspects godfather lock stock thats peak contemporary british crime film
"I'll not comment a lot, what's to??? Stereotype characters, absolute ignorance about Colombia's reality, awful mise en scene, poor color choice, NOT funny (it supposed to be a comedy and they expect that you will laugh because some distend music it's beside the nonsense scenes), Very poor actors direction (if you see somewhere those people, I mean the interpreters, you'll know they are at least good, but seeing this so call film, it is impossible to guess it), you get tired of the music... this ""comedy"" has no rhythm, the only good rhythm in it, it's the rap sing in the final credits....pathetic, doesn't it? etc...etc... It has been a long time I haven't seen a movie so bad!!",negative,not comment lot stereotype characters absolute ignorance colombia reality awful mise en scene poor color choice not funny supposed comedy expect laugh distend music beside nonsense scenes poor actors direction see somewhere people mean interpreters know least good seeing call film impossible guess get tired music comedy no rhythm good rhythm rap sing final credits pathetic etc etc long time seen movie bad
"This movie is a riot. I cannot remember the last time I had such a great time at the movies. I've seen a few good comedies in my time and usually they are pretty funny. But this one is wall to wall great lines. I think Best in Show is the last movie that I laughed so hard and so much in. The movie was non-stop until the end when they did the 5 minutes of sentimental plot clean up. Other than that it's a constant barrage of one liners and goofy situations. I'd like to see it again before it leaves the theater because this is like the Zucker movies where you don't get all the jokes the first time around. You have to see it two or three times to get it all in.<br /><br />As far as the actual film goes, it could have used a better edit, it's choppy at times but we have to be forgiving for that. All the characters are great. It's not like an Adam Sandler movie where he tries to be funny and everyone else suffers around him and is the butt of the joke. I think I will remember all the main characters for years to come because they are all so likable. No victims in this movie. Also, thank God they got a 45 year old actress to play his girlfriend. Catherine Keener plays her and she is a sweetheart in this film. You just wish that women like her really existed. She's not a ""10"" like some of the other leading ladies but somehow her smile is warmer than Julia Roberts overdone overbite.<br /><br />If you see the trailer for this film you may not think too highly of it. I assure you, the trailer does not do it justice. They do not give away all the good jokes. Just some of the mediocre ones.<br /><br />Oh and one more thing. I hope critics put this on their top ten list. Many of them complain that comedies don't get the recognition they deserve and then at the end of the year they don't put it on their list. This means you Ebert!!!",positive,movie riot not remember last time great time movies seen good comedies time usually pretty funny one wall wall great lines think best show last movie laughed hard much movie non stop end 5 minutes sentimental plot clean constant barrage one liners goofy situations like see leaves theater like zucker movies get jokes first time around see two three times get br br far actual film goes could used better edit choppy times forgiving characters great not like adam sandler movie tries funny everyone else suffers around butt joke think remember main characters years come likable no victims movie also thank god got 45 year old actress play girlfriend catherine keener plays sweetheart film wish women like really existed not 10 like leading ladies somehow smile warmer julia roberts overdone overbite br br see trailer film may not think highly assure trailer not justice not give away good jokes mediocre ones br br oh one thing hope critics put top ten list many complain comedies get recognition deserve end year put list means ebert
"A fey story of a Martian attempt to colonize Earth. (Things must be pretty bad back on Mars.) Two state troopers investigate the scene of a reported UFO crash. Whatever landed is buried under the ice at Tracy's Pond but there are footsteps in the snow leading to a nearby diner.<br /><br />The diner has had no customers since eleven o'clock that morning. Now there are a handful of bus passengers sitting around waiting for permission to cross a structurally weak bridge. The bus driver insists that six passengers were aboard the bus, although he didn't notice who they were. The problem is that there are now SEVEN people waiting for the journey to be resumed. One of them is an alien, but which one? All of them are suspect. There's the crazy old man (Jack Elam), of course, who seems to exercise a sub rosa wit. There's a blustering businessman who must get to Boston (John Hoyt). A young couple on their honeymoon. (Execrable performance by the husband, Ron Kipling.) Except for the couples, nobody has noticed anyone else. And even the couples are suspicious of each other. Bride to newly minted husband: ""I could have sworn you had a mole on your chin."" The story continues in a sprightly but slightly spooky way -- the phone rings for no reason, the lights go on and off, the juke box turns itself on -- and none of it is to be taken seriously.<br /><br />It's a thoroughly enjoyable ensemble play and the climactic revelation is worth a chuckle. There is no discernible ""depth"" to it. It's not a moral message about pod people masquerading as normal citizens. It's not a warning of any kind, just a fairy tale that diverts and amuses.<br /><br />I always enjoy it when it's on. It's especially interesting to see John Hoyt as the irritable and impatient businessman, knowing that in 1954 he was the Roman Senator who masterminded the assassination of Julius Caesar in MGM's version of Shakespeare's play. And here he is -- with three arms.<br /><br />Oops.",positive,fey story martian attempt colonize earth things must pretty bad back mars two state troopers investigate scene reported ufo crash whatever landed buried ice tracy pond footsteps snow leading nearby diner br br diner no customers since eleven clock morning handful bus passengers sitting around waiting permission cross structurally weak bridge bus driver insists six passengers aboard bus although notice problem seven people waiting journey resumed one alien one suspect crazy old man jack elam course seems exercise sub rosa wit blustering businessman must get boston john hoyt young couple honeymoon execrable performance husband ron kipling except couples nobody noticed anyone else even couples suspicious bride newly minted husband could sworn mole chin story continues sprightly slightly spooky way phone rings no reason lights go juke box turns none taken seriously br br thoroughly enjoyable ensemble play climactic revelation worth chuckle no discernible depth not moral message pod people masquerading normal citizens not warning kind fairy tale diverts amuses br br always enjoy especially interesting see john hoyt irritable impatient businessman knowing 1954 roman senator masterminded assassination julius caesar mgm version shakespeare play three arms br br oops
