label,text,cleaned_text,normalized_text,tokens,token_count,processed_text
0,know everyon quotpsht id total leavequot im like quotno wouldnt toolquot need puppi,know everyon quotpsht id total leavequot im like quotno wouldnt toolquot need puppi,know everyon quotpsht id total leavequot im like quotno wouldnt toolquot need puppi,know everyon quotpsht id total leavequot im like quotno wouldnt toolquot need puppi,13,know everyon quotpsht id total leavequot im like quotno wouldnt toolquot need puppi
0,want friend bbm,want friend bbm,want friend bbm,want friend bbm,3,want friend bbm
4,oh yeah watch find nemo anoth puzzl tonight love boy,oh yeah watch find nemo anoth puzzl tonight love boy,oh yeah watch find nemo anoth puzzl tonight love boy,oh yeah watch find nemo anoth puzzl tonight love boy,10,oh yeah watch find nemo anoth puzzl tonight love boy
0,mani thing want littl money,mani thing want littl money,mani thing want littl money,mani thing want littl money,5,mani thing want littl money
0,goodnight ipod still found old mp playerwel see long hold xxx,goodnight ipod still found old mp playerwel see long hold xxx,goodnight ipod still found old mp playerwel see long hold xxx,goodnight ipod still found old mp playerwel see long hold xxx,11,goodnight ipod still found old mp playerwel see long hold xxx
4,happi see,happi see,happi see,happi see,2,happi see
0,worst headach allergi,worst headach allergi,worst headach allergi,worst headach allergi,3,worst headach allergi
4,cant take credit xd talk she mastermind,cant take credit xd talk she mastermind,cant take credit xd talk she mastermind,cant take credit xd talk mastermind,6,cant take credit xd talk mastermind
4,love site guy take american skateboard find make miss london littl bit less,love site guy take american skateboard find make miss london littl bit less,love site guy take american skateboard find make miss london littl bit less,love site guy take american skateboard find make miss london littl bit less,13,love site guy take american skateboard find make miss london littl bit less
0,hate di train station wit passion right got di lil ounc scare im g ight idk wat wrong wit nowah,hate di train station wit passion right got di lil ounc scare im g ight idk wat wrong wit nowah,hate di train station wit passion right got di lil ounc scare im g ight idk wat wrong wit nowah,hate di train station wit passion right got di lil ounc scare im ight idk wat wrong wit nowah,19,hate di train station wit passion right got di lil ounc scare im ight idk wat wrong wit nowah
0,wish live somewher felt bigger box,wish live somewher felt bigger box,wish live somewher felt bigger box,wish live somewh felt bigger box,6,wish live somewh felt bigger box
0,think follow first wont allow send dm,think follow first wont allow send dm,think follow first wont allow send dm,think follow first wont allow send dm,7,think follow first wont allow send dm
4,listen hey monday month new favorit song,listen hey monday month new favorit song,listen hey monday month new favorit song,listen hey monday month new favorit song,7,listen hey monday month new favorit song
0,think cat might come back,think cat might come back,think cat might come back,think cat come back,4,think cat come back
4,lot folk come see coldplay think im black person,lot folk come see coldplay think im black person,lot folk come see coldplay think im black person,lot folk come see coldplay think im black person,9,lot folk come see coldplay think im black person
4,end day diserv new song thank everyth cant express love admir night night xx,end day diserv new song thank everyth cant express love admir night night xx,end day diserv new song thank everyth cant express love admir night night xx,end day diserv new song thank everyth cant express love admir night night xx,14,end day diserv new song thank everyth cant express love admir night night xx
4,hi nice blog enjoy articl twitter market everpres anim pictur tho,hi nice blog enjoy articl twitter market everpres anim pictur tho,hi nice blog enjoy articl twitter market everpres anim pictur tho,hi nice blog enjoy articl twitter market everpr anim pictur tho,11,hi nice blog enjoy articl twitter market everpr anim pictur tho
4,ok thank,ok thank,ok thank,ok thank,2,ok thank
4,definit true statement,definit true statement,definit true statement,definit true statement,3,definit true statement
0,fun car show steve marc two mini cooper though,fun car show steve marc two mini cooper though,fun car show steve marc two mini cooper though,fun car show steve marc two mini cooper though,9,fun car show steve marc two mini cooper though
4,lmao notic,lmao notic,lmao notic,lmao notic,2,lmao notic
4,admit took minut figur card trick,admit took minut figur card trick,admit took minut figur card trick,admit took minut figur card trick,6,admit took minut figur card trick
4,havent seen movi yet mayb todayi miss termin salvat,havent seen movi yet mayb todayi miss termin salvat,havent seen movi yet mayb todayi miss termin salvat,havent seen movi yet mayb todayi miss termin salvat,9,havent seen movi yet mayb todayi miss termin salvat
0,ugh english project im lazi,ugh english project im lazi,ugh english project im lazi,ugh english project im lazi,5,ugh english project im lazi
0,bit hung didnt much yesterday,bit hung didnt much yesterday,bit hung didnt much yesterday,bit hung didnt much yesterday,5,bit hung didnt much yesterday
0,myweak gener music music guitar synth,myweak gener music music guitar synth,myweak gener music music guitar synth,myweak gener music music guitar synth,6,myweak gener music music guitar synth
4,set proxi pleas,set proxi pleas,set proxi pleas,set proxi plea,3,set proxi plea
0,wanna see yo beauti face pic sum white dude holdin white girl lmao,wanna see yo beauti face pic sum white dude holdin white girl lmao,wanna see yo beauti face pic sum white dude holdin white girl lmao,wan na see yo beauti face pic sum white dude holdin white girl lmao,14,wan na see yo beauti face pic sum white dude holdin white girl lmao
4,go sleep tweeti lol cant type sorri,go sleep tweeti lol cant type sorri,go sleep tweeti lol cant type sorri,go sleep tweeti lol cant type sorri,7,go sleep tweeti lol cant type sorri
0,wish newport,wish newport,wish newport,wish newport,2,wish newport
0,cant tonight,cant tonight,cant tonight,cant tonight,2,cant tonight
4,birthday came gonelov,birthday came gonelov,birthday came gonelov,birthday came gonelov,3,birthday came gonelov
0,ex motherinlaw come visit kid joy joy fuckin fantast,ex motherinlaw come visit kid joy joy fuckin fantast,ex motherinlaw come visit kid joy joy fuckin fantast,ex motherinlaw come visit kid joy joy fuckin fantast,9,ex motherinlaw come visit kid joy joy fuckin fantast
0,ill work ill get updat get receiv updat,ill work ill get updat get receiv updat,ill work ill get updat get receiv updat,ill work ill get updat get receiv updat,8,ill work ill get updat get receiv updat
0,doctor appt,doctor appt,doctor appt,doctor appt,2,doctor appt
0,ive sent tesco someon forgot buy bread yesterday,ive sent tesco someon forgot buy bread yesterday,ive sent tesco someon forgot buy bread yesterday,ive sent tesco someon forgot buy bread yesterday,8,ive sent tesco someon forgot buy bread yesterday
0,miss old hous baton roug,miss old hous baton roug,miss old hous baton roug,miss old hou baton roug,5,miss old hou baton roug
0,u guy need make anoth batch social distort high top miss last time,u guy need make anoth batch social distort high top miss last time,u guy need make anoth batch social distort high top miss last time,guy need make anoth batch social distort high top miss last time,12,guy need make anoth batch social distort high top miss last time
4,get job hear your head india cool im bollywood fan,get job hear your head india cool im bollywood fan,get job hear your head india cool im bollywood fan,get job hear head india cool im bollywood fan,9,get job hear head india cool im bollywood fan
4,realli get,realli get,realli get,realli get,2,realli get
4,use make collag favourit thing use photoshop school mayb pass time haha x,use make collag favourit thing use photoshop school mayb pass time haha x,use make collag favourit thing use photoshop school mayb pass time haha x,use make collag favourit thing use photoshop school mayb pass time haha,12,use make collag favourit thing use photoshop school mayb pass time haha
0,kind power cut need gate main power suppli least duti cycl improv,kind power cut need gate main power suppli least duti cycl improv,kind power cut need gate main power suppli least duti cycl improv,kind power cut need gate main power suppli least duti cycl improv,12,kind power cut need gate main power suppli least duti cycl improv
4,wait sara get leav soon listen oasi grate music back,wait sara get leav soon listen oasi grate music back,wait sara get leav soon listen oasi grate music back,wait sara get leav soon listen oasi grate music back,10,wait sara get leav soon listen oasi grate music back
0,got wisdom teeth growin hurt like bitch,got wisdom teeth growin hurt like bitch,got wisdom teeth growin hurt like bitch,got wisdom teeth growin hurt like bitch,7,got wisdom teeth growin hurt like bitch
0,wifi nh h ng xm u ri nh fb,wifi nh h ng xm u ri nh fb,wifi nh h ng xm u ri nh fb,wifi nh ng xm ri nh fb,7,wifi nh ng xm ri nh fb
4,head back dalla day home europ great start pack get home,head back dalla day home europ great start pack get home,head back dalla day home europ great start pack get home,head back dalla day home europ great start pack get home,11,head back dalla day home europ great start pack get home
0,oki look like drownd rat,oki look like drownd rat,oki look like drownd rat,oki look like drownd rat,5,oki look like drownd rat
4,welcom mom year survivor close heart,welcom mom year survivor close heart,welcom mom year survivor close heart,welcom mom year survivor close heart,6,welcom mom year survivor close heart
0,hmm seem everi silver line cloud,hmm seem everi silver line cloud,hmm seem everi silver line cloud,hmm seem everi silver line cloud,6,hmm seem everi silver line cloud
4,relax beauti stratford connecticut pool think,relax beauti stratford connecticut pool think,relax beauti stratford connecticut pool think,relax beauti stratford connecticut pool think,6,relax beauti stratford connecticut pool think
4,confid weekend footbal nervou yet,confid weekend footbal nervou yet,confid weekend footbal nervou yet,confid weekend footbal nervou yet,5,confid weekend footbal nervou yet
0,prais lordher brother almost got train collid prayer go famili affect,prais lordher brother almost got train collid prayer go famili affect,prais lordher brother almost got train collid prayer go famili affect,prai lordher brother almost got train collid prayer go famili affect,11,prai lordher brother almost got train collid prayer go famili affect
0,serious hope swine flu get well soon gtlt,serious hope swine flu get well soon gtlt,serious hope swine flu get well soon gtlt,seriou hope swine flu get well soon gtlt,8,seriou hope swine flu get well soon gtlt
4,paint avail print onlin wwwmpattinsonsmugmugcom,paint avail print onlin wwwmpattinsonsmugmugcom,paint avail print onlin wwwmpattinsonsmugmugcom,paint avail print onlin,4,paint avail print onlin
0,im cri bco im listen song amp sooo sad singer cant sing,im cri bco im listen song amp sooo sad singer cant sing,im cri bco im listen song amp sooo sad singer cant sing,im cri bco im listen song amp sooo sad singer cant sing,12,im cri bco im listen song amp sooo sad singer cant sing
0,wonder anyth go tomorrow nada,wonder anyth go tomorrow nada,wonder anyth go tomorrow nada,wonder anyth go tomorrow nada,5,wonder anyth go tomorrow nada
4,come live sydney,come live sydney,come live sydney,come live sydney,3,come live sydney
0,oh jennif lust kindl unfortun sale canada,oh jennif lust kindl unfortun sale canada,oh jennif lust kindl unfortun sale canada,oh jennif lust kindl unfortun sale canada,7,oh jennif lust kindl unfortun sale canada
0,play heartbeat acoust version keyboard want beabl play propper version,play heartbeat acoust version keyboard want beabl play propper version,play heartbeat acoust version keyboard want beabl play propper version,play heartbeat acoust version keyboard want beabl play propper version,10,play heartbeat acoust version keyboard want beabl play propper version
0,leav im sad kitti,leav im sad kitti,leav im sad kitti,leav im sad kitti,4,leav im sad kitti
0,jeeeee love twit nn math test tomorrow right im stress test tuesday,jeeeee love twit nn math test tomorrow right im stress test tuesday,jeeeee love twit nn math test tomorrow right im stress test tuesday,jeeeee love twit nn math test tomorrow right im stress test tuesday,12,jeeeee love twit nn math test tomorrow right im stress test tuesday
4,final countdown quotth never againquot good way,final countdown quotth never againquot good way,final countdown quotth never againquot good way,final countdown quotth never againquot good way,7,final countdown quotth never againquot good way
4,sister gave us american express gift card dinner,sister gave us american express gift card dinner,sister gave us american express gift card dinner,sister gave us american express gift card dinner,8,sister gave us american express gift card dinner
4,youll see like make circular cake may notic,youll see like make circular cake may notic,youll see like make circular cake may notic,youll see like make circular cake may notic,8,youll see like make circular cake may notic
0,came back studio jeff lah jeff interview came kpo mr delay wont get see,came back studio jeff lah jeff interview came kpo mr delay wont get see,came back studio jeff lah jeff interview came kpo mr delay wont get see,came back studio jeff lah jeff interview came kpo mr delay wont get see,14,came back studio jeff lah jeff interview came kpo mr delay wont get see
4,would love get iphon play friend never seen one today,would love get iphon play friend never seen one today,would love get iphon play friend never seen one today,love get iphon play friend never seen one today,9,love get iphon play friend never seen one today
4,lot mind goin bed earli gettin hair done tomorrow,lot mind goin bed earli gettin hair done tomorrow,lot mind goin bed earli gettin hair done tomorrow,lot mind goin bed earli gettin hair done tomorrow,9,lot mind goin bed earli gettin hair done tomorrow
4,nice day hope weather stay sunni,nice day hope weather stay sunni,nice day hope weather stay sunni,nice day hope weather stay sunni,6,nice day hope weather stay sunni
4,found date premier new moon launch nm trailer wont hurt thing,found date premier new moon launch nm trailer wont hurt thing,found date premier new moon launch nm trailer wont hurt thing,found date premier new moon launch nm trailer wont hurt thing,11,found date premier new moon launch nm trailer wont hurt thing
4,hahah dont worri,hahah dont worri,hahah dont worri,hahah dont worri,3,hahah dont worri
0,ok holli bahahah wish come near,ok holli bahahah wish come near,ok holli bahahah wish come near,ok holli bahahah wish come near,6,ok holli bahahah wish come near
0,morn bugsveri sickno skewl todayand cancel plan weekend happybut got peb,morn bugsveri sickno skewl todayand cancel plan weekend happybut got peb,morn bugsveri sickno skewl todayand cancel plan weekend happybut got peb,morn bugsveri sickno skewl todayand cancel plan weekend happybut got peb,11,morn bugsveri sickno skewl todayand cancel plan weekend happybut got peb
0,depress mani turnov hawthorn afl,depress mani turnov hawthorn afl,depress mani turnov hawthorn afl,depress mani turnov hawthorn afl,5,depress mani turnov hawthorn afl
0,tummi hurt want soft toy,tummi hurt want soft toy,tummi hurt want soft toy,tummi hurt want soft toy,5,tummi hurt want soft toy
0,unit v citi f nice littl combo methink still ill,unit v citi f nice littl combo methink still ill,unit v citi f nice littl combo methink still ill,unit citi nice littl combo methink still ill,8,unit citi nice littl combo methink still ill
4,beauti day park,beauti day park,beauti day park,beauti day park,3,beauti day park
0,cc compani got sinc paid everi wk made payment one month amp next even though paid biweekli,cc compani got sinc paid everi wk made payment one month amp next even though paid biweekli,cc compani got sinc paid everi wk made payment one month amp next even though paid biweekli,cc compani got sinc paid everi wk made payment one month amp next even though paid biweekli,17,cc compani got sinc paid everi wk made payment one month amp next even though paid biweekli
0,dizzi wtf ugh lay excit,dizzi wtf ugh lay excit,dizzi wtf ugh lay excit,dizzi wtf ugh lay excit,5,dizzi wtf ugh lay excit
0,got play mario kart today n bowl gamehahaha went parti find someon luck,got play mario kart today n bowl gamehahaha went parti find someon luck,got play mario kart today n bowl gamehahaha went parti find someon luck,got play mario kart today bowl gamehahaha went parti find someon luck,12,got play mario kart today bowl gamehahaha went parti find someon luck
4,found marmoset,found marmoset,found marmoset,found marmoset,2,found marmoset
4,religiontim catch sleepz thank you jesu,religiontim catch sleepz thank you jesu,religiontim catch sleepz thank you jesu,religiontim catch sleepz thank jesu,5,religiontim catch sleepz thank jesu
0,woken upthought sleep magic minutesnow feel like death,woken upthought sleep magic minutesnow feel like death,woken upthought sleep magic minutesnow feel like death,woken upthought sleep magic minutesnow feel like death,8,woken upthought sleep magic minutesnow feel like death
0,omg ow put retain first time like three day,omg ow put retain first time like three day,omg ow put retain first time like three day,omg ow put retain first time like three day,9,omg ow put retain first time like three day
4,tenaci sensit like,tenaci sensit like,tenaci sensit like,tenaci sensit like,3,tenaci sensit like
4,oh hola right back ya,oh hola right back ya,oh hola right back ya,oh hola right back ya,5,oh hola right back ya
0,english essay cant think anyth write hard soccer lost let goal,english essay cant think anyth write hard soccer lost let goal,english essay cant think anyth write hard soccer lost let goal,english essay cant think anyth write hard soccer lost let goal,11,english essay cant think anyth write hard soccer lost let goal
0,cant get stupid tabl stand right keep fall,cant get stupid tabl stand right keep fall,cant get stupid tabl stand right keep fall,cant get stupid tabl stand right keep fall,8,cant get stupid tabl stand right keep fall
0,beauti day bad there sidehandshak amp awkward moment occur water serv cup form,beauti day bad there sidehandshak amp awkward moment occur water serv cup form,beauti day bad there sidehandshak amp awkward moment occur water serv cup form,beauti day bad sidehandshak amp awkward moment occur water serv cup form,12,beauti day bad sidehandshak amp awkward moment occur water serv cup form
4,hangov tini vodka,hangov tini vodka,hangov tini vodka,hangov tini vodka,3,hangov tini vodka
4,ive alreadi made pancak kick kid hous day,ive alreadi made pancak kick kid hous day,ive alreadi made pancak kick kid hous day,ive alreadi made pancak kick kid hou day,8,ive alreadi made pancak kick kid hou day
0,disregard last post state avail g version,disregard last post state avail g version,disregard last post state avail g version,disregard last post state avail version,6,disregard last post state avail version
4,oh right sorri got wrong lol,oh right sorri got wrong lol,oh right sorri got wrong lol,oh right sorri got wrong lol,6,oh right sorri got wrong lol
0,olney md store use chai diet tea diet white tea acai none,olney md store use chai diet tea diet white tea acai none,olney md store use chai diet tea diet white tea acai none,olney md store use chai diet tea diet white tea acai none,12,olney md store use chai diet tea diet white tea acai none
0,omg friday must cri think,omg friday must cri think,omg friday must cri think,omg friday cri think,4,omg friday cri think
0,sit offic wait kid playingyellingcri offic next door look clock min pass,sit offic wait kid playingyellingcri offic next door look clock min pass,sit offic wait kid playingyellingcri offic next door look clock min pass,sit offic wait kid offic next door look clock min pass,11,sit offic wait kid offic next door look clock min pass
0,sad hill wont lauren anymor probabl wont watch show anymor,sad hill wont lauren anymor probabl wont watch show anymor,sad hill wont lauren anymor probabl wont watch show anymor,sad hill wont lauren anymor probabl wont watch show anymor,10,sad hill wont lauren anymor probabl wont watch show anymor
4,hungri go bed goodnight,hungri go bed goodnight,hungri go bed goodnight,hungri go bed goodnight,4,hungri go bed goodnight
0,want revis want tidi also wrong,want revis want tidi also wrong,want revis want tidi also wrong,want revi want tidi also wrong,6,want revi want tidi also wrong
0,blahh anoth bore day michel parti,blahh anoth bore day michel parti,blahh anoth bore day michel parti,blahh anoth bore day michel parti,6,blahh anoth bore day michel parti
4,go get haircut today get guest uk,go get haircut today get guest uk,go get haircut today get guest uk,go get haircut today get guest uk,7,go get haircut today get guest uk
0,go bed anoth day help rooki week tomorrow fun,go bed anoth day help rooki week tomorrow fun,go bed anoth day help rooki week tomorrow fun,go bed anoth day help rooki week tomorrow fun,9,go bed anoth day help rooki week tomorrow fun
4,go outsid see friend,go outsid see friend,go outsid see friend,go outsid see friend,4,go outsid see friend
4,watch green green grass boyci bald,watch green green grass boyci bald,watch green green grass boyci bald,watch green green grass boyci bald,6,watch green green grass boyci bald
4,church,church,church,church,1,church
0,ripley miss sarah,ripley miss sarah,ripley miss sarah,ripley miss sarah,3,ripley miss sarah
0,piss wknd didnt turn right,piss wknd didnt turn right,piss wknd didnt turn right,piss wknd didnt turn right,5,piss wknd didnt turn right
4,wooot turn blogg,wooot turn blogg,wooot turn blogg,wooot turn blogg,3,wooot turn blogg
0,fuck miss sorri today,fuck miss sorri today,fuck miss sorri today,fuck miss sorri today,4,fuck miss sorri today
4,alrighttti send pictur finish come work muahahaha,alrighttti send pictur finish come work muahahaha,alrighttti send pictur finish come work muahahaha,alrighttti send pictur finish come work muahahaha,7,alrighttti send pictur finish come work muahahaha
4,confus everyth watch juno strawberri amp banana smoothi,confus everyth watch juno strawberri amp banana smoothi,confus everyth watch juno strawberri amp banana smoothi,confu everyth watch juno strawberri amp banana smoothi,8,confu everyth watch juno strawberri amp banana smoothi
4,good wasnt girl abl start nonprofit event,good wasnt girl abl start nonprofit event,good wasnt girl abl start nonprofit event,good wasnt girl abl start nonprofit event,7,good wasnt girl abl start nonprofit event
0,guh ok go bed yay,guh ok go bed yay,guh ok go bed yay,guh ok go bed yay,5,guh ok go bed yay
0,hate hous im increasinglymorebroken internet feel slightli crippl,hate hous im increasinglymorebroken internet feel slightli crippl,hate hous im increasinglymorebroken internet feel slightli crippl,hate hou im internet feel slightli crippl,7,hate hou im internet feel slightli crippl
4,ill look largest break may call,ill look largest break may call,ill look largest break may call,ill look largest break may call,6,ill look largest break may call
4,ocean eleven one perfect movi quotfella fella redsquot,ocean eleven one perfect movi quotfella fella redsquot,ocean eleven one perfect movi quotfella fella redsquot,ocean eleven one perfect movi quotfella fella redsquot,8,ocean eleven one perfect movi quotfella fella redsquot
4,would like cult movi wouldnt watch instead,would like cult movi wouldnt watch instead,would like cult movi wouldnt watch instead,like cult movi wouldnt watch instead,6,like cult movi wouldnt watch instead
0,mayb work store like game voucher,mayb work store like game voucher,mayb work store like game voucher,mayb work store like game voucher,6,mayb work store like game voucher
0,live matrix call quotth windowcentr worldquot sad true,live matrix call quotth windowcentr worldquot sad true,live matrix call quotth windowcentr worldquot sad true,live matrix call quotth windowcentr worldquot sad true,8,live matrix call quotth windowcentr worldquot sad true
4,dane cook sexi boy cuterr know im talk abouttt,dane cook sexi boy cuterr know im talk abouttt,dane cook sexi boy cuterr know im talk abouttt,dane cook sexi boy cuterr know im talk abouttt,9,dane cook sexi boy cuterr know im talk abouttt
0,idk home,idk home,idk home,idk home,2,idk home
4,webpi download bzr android updat hope doesnt break phone g,webpi download bzr android updat hope doesnt break phone g,webpi download bzr android updat hope doesnt break phone g,webpi download bzr android updat hope doesnt break phone,9,webpi download bzr android updat hope doesnt break phone
0,lol that,lol that,lol that,lol,1,lol
0,big swim nightgirl pool alon work out get big,big swim nightgirl pool alon work out get big,big swim nightgirl pool alon work out get big,big swim nightgirl pool alon work get big,8,big swim nightgirl pool alon work get big
4,lol im glad averag connect speed usa alreadi plot get visa,lol im glad averag connect speed usa alreadi plot get visa,lol im glad averag connect speed usa alreadi plot get visa,lol im glad averag connect speed usa alreadi plot get visa,11,lol im glad averag connect speed usa alreadi plot get visa
4,realli see daddi god wonder work exam,realli see daddi god wonder work exam,realli see daddi god wonder work exam,realli see daddi god wonder work exam,7,realli see daddi god wonder work exam
0,fun atl sadli ur boy may miss,fun atl sadli ur boy may miss,fun atl sadli ur boy may miss,fun atl sadli ur boy may miss,7,fun atl sadli ur boy may miss
0,im lobster week,im lobster week,im lobster week,im lobster week,3,im lobster week
4,went shoppin merri hill shirt n short yey bt still cant find cardigan got clean tip room l,went shoppin merri hill shirt n short yey bt still cant find cardigan got clean tip room l,went shoppin merri hill shirt n short yey bt still cant find cardigan got clean tip room l,went shoppin merri hill shirt short yey bt still cant find cardigan got clean tip room,16,went shoppin merri hill shirt short yey bt still cant find cardigan got clean tip room
4,sunshin yay,sunshin yay,sunshin yay,sunshin yay,2,sunshin yay
0,whoaa drunken mistak,whoaa drunken mistak,whoaa drunken mistak,whoaa drunken mistak,3,whoaa drunken mistak
4,realli interest,realli interest,realli interest,realli interest,2,realli interest
4,here get cold got coffe break minut ago enjoy drink,here get cold got coffe break minut ago enjoy drink,here get cold got coffe break minut ago enjoy drink,get cold got coff break minut ago enjoy drink,9,get cold got coff break minut ago enjoy drink
0,ye piraci big issu sinc one right control internet noth realli done issu,ye piraci big issu sinc one right control internet noth realli done issu,ye piraci big issu sinc one right control internet noth realli done issu,ye piraci big issu sinc one right control internet noth realli done issu,13,ye piraci big issu sinc one right control internet noth realli done issu
0,total would wasnt suppos work right mayb anyway,total would wasnt suppos work right mayb anyway,total would wasnt suppos work right mayb anyway,total wasnt suppo work right mayb anyway,7,total wasnt suppo work right mayb anyway
0,also want rat,also want rat,also want rat,also want rat,3,also want rat
0,cant believ possibl bore,cant believ possibl bore,cant believ possibl bore,cant believ possibl bore,4,cant believ possibl bore
4,im amp im work would honour keep u companybedtim stori cute movi btw,im amp im work would honour keep u companybedtim stori cute movi btw,im amp im work would honour keep u companybedtim stori cute movi btw,im amp im work honour keep companybedtim stori cute movi btw,11,im amp im work honour keep companybedtim stori cute movi btw
4,im realli horribl studi come exam cuz dont studi melani graduat tonight,im realli horribl studi come exam cuz dont studi melani graduat tonight,im realli horribl studi come exam cuz dont studi melani graduat tonight,im realli horribl studi come exam cuz dont studi melani graduat tonight,12,im realli horribl studi come exam cuz dont studi melani graduat tonight
0,pull intak lump filthi,pull intak lump filthi,pull intak lump filthi,pull intak lump filthi,4,pull intak lump filthi
0,brother leav tomorrow he two day ugh,brother leav tomorrow he two day ugh,brother leav tomorrow he two day ugh,brother leav tomorrow two day ugh,6,brother leav tomorrow two day ugh
0,clean window metho water sure tell clean though,clean window metho water sure tell clean though,clean window metho water sure tell clean though,clean window metho water sure tell clean though,8,clean window metho water sure tell clean though
0,im dissapoint quid save ps ps ps ps ps hopin quid,im dissapoint quid save ps ps ps ps ps hopin quid,im dissapoint quid save ps ps ps ps ps hopin quid,im dissapoint quid save ps ps ps ps ps hopin quid,11,im dissapoint quid save ps ps ps ps ps hopin quid
4,nope serv buffett couldnt eat anyth,nope serv buffett couldnt eat anyth,nope serv buffett couldnt eat anyth,nope serv buffett couldnt eat anyth,6,nope serv buffett couldnt eat anyth
4,dont like hope hous next agenda,dont like hope hous next agenda,dont like hope hous next agenda,dont like hope hou next agenda,6,dont like hope hou next agenda
4,tattoo pretti,tattoo pretti,tattoo pretti,tattoo pretti,2,tattoo pretti
4,haha full schedul fall love,haha full schedul fall love,haha full schedul fall love,haha full schedul fall love,5,haha full schedul fall love
4,wow that pretti awesom,wow that pretti awesom,wow that pretti awesom,wow pretti awesom,3,wow pretti awesom
0,ahhh sang part mansfield,ahhh sang part mansfield,ahhh sang part mansfield,ahhh sang part mansfield,4,ahhh sang part mansfield
4,lake peep get tan ice cream man gave free ice creamsick,lake peep get tan ice cream man gave free ice creamsick,lake peep get tan ice cream man gave free ice creamsick,lake peep get tan ice cream man gave free ice creamsick,11,lake peep get tan ice cream man gave free ice creamsick
0,math exam aaa aaaa aaaaaaaa,math exam aaa aaaa aaaaaaaa,math exam aaa aaaa aaaaaaaa,math exam aaa aaaa aaaaaaaa,5,math exam aaa aaaa aaaaaaaa
4,hello good morn sheila,hello good morn sheila,hello good morn sheila,hello good morn sheila,4,hello good morn sheila
4,practic test tml best everyon amp haha ppl pleas take care health faster recov,practic test tml best everyon amp haha ppl pleas take care health faster recov,practic test tml best everyon amp haha ppl pleas take care health faster recov,practic test tml best everyon amp haha ppl plea take care health faster recov,14,practic test tml best everyon amp haha ppl plea take care health faster recov
4,yea fave actorssing jame marster im huug buffyangel fan haha u jojo x,yea fave actorssing jame marster im huug buffyangel fan haha u jojo x,yea fave actorssing jame marster im huug buffyangel fan haha u jojo x,yea fave actorss jame marster im huug buffyangel fan haha jojo,11,yea fave actorss jame marster im huug buffyangel fan haha jojo
0,neighbor dont play beer pong anymor,neighbor dont play beer pong anymor,neighbor dont play beer pong anymor,neighbor dont play beer pong anymor,6,neighbor dont play beer pong anymor
4,watchin nw jakk citi listnin z njc ampamp ju got da salon flinn grattttt,watchin nw jakk citi listnin z njc ampamp ju got da salon flinn grattttt,watchin nw jakk citi listnin z njc ampamp ju got da salon flinn grattttt,watchin nw jakk citi listnin njc ampamp ju got da salon flinn grattttt,13,watchin nw jakk citi listnin njc ampamp ju got da salon flinn grattttt
4,sent direct messag dm offer opportun,sent direct messag dm offer opportun,sent direct messag dm offer opportun,sent direct messag dm offer opportun,6,sent direct messag dm offer opportun
0,didnt receiv mail resend sampl,didnt receiv mail resend sampl,didnt receiv mail resend sampl,didnt receiv mail resend sampl,5,didnt receiv mail resend sampl
4,also weekend good,also weekend good,also weekend good,also weekend good,3,also weekend good
0,ooh mannn burn cant eat,ooh mannn burn cant eat,ooh mannn burn cant eat,ooh mannn burn cant eat,5,ooh mannn burn cant eat
4,spent day beach friend eat lot good food still camp,spent day beach friend eat lot good food still camp,spent day beach friend eat lot good food still camp,spent day beach friend eat lot good food still camp,10,spent day beach friend eat lot good food still camp
0,know miss,know miss,know miss,know miss,2,know miss
4,feel bit isol well spent bunch time schedul hope help thing,feel bit isol well spent bunch time schedul hope help thing,feel bit isol well spent bunch time schedul hope help thing,feel bit isol well spent bunch time schedul hope help thing,11,feel bit isol well spent bunch time schedul hope help thing
4,realis someth last night good,realis someth last night good,realis someth last night good,reali someth last night good,5,reali someth last night good
0,ive hr sleepthi cool,ive hr sleepthi cool,ive hr sleepthi cool,ive hr sleepthi cool,4,ive hr sleepthi cool
0,awwwww would virtual high five make better,awwwww would virtual high five make better,awwwww would virtual high five make better,awwwww virtual high five make better,6,awwwww virtual high five make better
0,want becom vegetarian go hard,want becom vegetarian go hard,want becom vegetarian go hard,want becom vegetarian go hard,5,want becom vegetarian go hard
4,wat upyou know doa tornado could come throught show would hold pole keep watch show,wat upyou know doa tornado could come throught show would hold pole keep watch show,wat upyou know doa tornado could come throught show would hold pole keep watch show,wat upyou know doa tornado come throught show hold pole keep watch show,13,wat upyou know doa tornado come throught show hold pole keep watch show
0,missin bfffffffffffffffffffff,missin bfffffffffffffffffffff,missin bfffffffffffffffffffff,missin,1,missin
4,charliiii got twitter,charliiii got twitter,charliiii got twitter,charliiii got twitter,3,charliiii got twitter
0,tkd show sick dont want go school work tomorrow,tkd show sick dont want go school work tomorrow,tkd show sick dont want go school work tomorrow,tkd show sick dont want go school work tomorrow,9,tkd show sick dont want go school work tomorrow
4,lol woke hour ago hehe nope work weekend boo lol well hope itll get hotter weekend,lol woke hour ago hehe nope work weekend boo lol well hope itll get hotter weekend,lol woke hour ago hehe nope work weekend boo lol well hope itll get hotter weekend,lol woke hour ago hehe nope work weekend boo lol well hope itll get hotter weekend,16,lol woke hour ago hehe nope work weekend boo lol well hope itll get hotter weekend
