article,summary
cnn texas grand jury indicted polygamous sect leader warren jeffs sexual assault charges five followers also face variety charges state attorney general greg abbott said members polygamous flds revere jailed leader warren jeffs prophet jeffs charged tuesday indictment sexual assault child firstdegree felony conviction charge could mean maximum penalty five years life prison fine said dirk fillpot spokesman attorney general jeffs socalled leader prophet fundamentalist church jesus christ latterday saints broke mainstream mormonism practice polygamy flds openly practices polygamy yearning zion ranch outside eldorado texas two towns straddling utaharizona state line hildale utah colorado city arizona jeffs accused indictment assaulting child younger years age legally married defendant january alleged victim whose name redacted document person defendant prohibited marrying purporting marry defendant prohibited living appearance married texas law indictments handed grand jury san angelo texas also charge four jeffs followers single counts sexually assaulting girl age one four also faces count bigamy fifth follower charged three counts failure report child abuse texas attorney generals office cooperating agencies ensure five others would taken custody fillpot said names made public jeffs indictment released jeffs custody since august arrested routine traffic stop spending several months fbis wanted fugitives list jeffs serving two consecutive sentences five years life prison accomplice rape charges utah role marriage sect member yearold cousin held arizona awaits trial similar charges immediately clear jeffs would brought texas authorities seized children april raid texas ranch children returned families texas supreme court ruled state right remove children lacked evidence show faced imminent danger abuse may dna samples taken jeffs part criminal investigation allegations spiritually married four girls ranging age authorities said search warrant seeking dna samples said marital records known bishops records ranch show jeffs married yearold girl january utah records showed jeffs married two yearolds yearold yfz ranch according search warrant one yearolds believed married jeffs july sexually assaulted jeffs later day search warrant said warrant made reference pictures jeffs alleged underage brides one photograph warrant states kissing one yearolds another shown yearold wife birth child october authorities said dna samples would determine whether father children born underage mothers flds spokesman rod parker vacationing colorado week immediate comment indictment tuesday far indictment warren jeffs id want know little start talking said thursday us senate judiciary committee planning hold hearing polygamy need coordinated state federal response according agenda carolyn jessop former flds member recently wrote book leaving marriage sect scheduled testify along federal prosecutors senate majority leader harry reid dnevada attorneys general texas arizona,new jeffs faces anywhere five years life new charge texas jeffs charged sexual assault child firstdegree felony five followers face charges ranging assault failing report child abuse prosecutors say jeffs married underage girls intimate relations
cnn wiping tears cheeks man survived avalanches killed eight snowmobilers western canada said wednesday two others tried save friends eventually left mountain threat slides jeffrey adams says freed helped free two others making gutwrenching decision leave jeffrey adams fiance side said two survivors everything could try save eight sunday died loved im truly sorry families couldnt find adams said adams described digging avalanches struck group sunday british columbia kilometers miles east fernie town canadian rockies kilometers miles southwest calgary alberta avalanches left buried near surface said able dig choking snow free second companion without gloves gear watch adams describe digging others adams six others snowmobiling near base mountain first avalanche happened said avalanche buried minute two able free started digging companion another group four people showed help adams said one called transmitter heard crack second slide buried adams said miraculously said inches snow covered opened eyes could see daylight said digging managed get mouth free already choking took breaths five minutes struggling got looked around realized wasnt anybody else couldnt see sleds gear nothing yelled friends heard answer able dig one man identified jeremy two working freeing third man james heard another crack said sorry james weve got run adams remembered tearfully running away james saying dont leave dont leave kept saying sorry went sat side slide never hit us area got snow cloud went back finally got james three looked around saw one considered getting one snowmobile wasnt struck avalanche determined area unsafe thats make gutwrenching decision leave eight friends start walking mountain emotional adams said group walked minutes thinking going back turned look whole center mountain came fourth avalanche decided best bet keep walking said hoping helicopter response earlier call said one eventually arrived picked searchers found seven bodies monday eighth tuesday royal canadian mounted police identified dead danny bjarnason kane rusnak warren rothel michael stier len stier blayne wilson kurt kabel thomas talarico adams two survivors james jeremy whose last names ages given suffered minor injuries one hospitalized overnight hard adams said replay head time whether right decision said spoken families men far supporting decision leave said hard one leave eight guys described victims good buddies voice breaking experts told second avalanche hit group kph mph adams said estimated wall snow feet high said members group knew avalanche danger high thats werent climbing mountain even buried inches snow dont know way said cant move simply cant move adams said snowmobilers sparwood british columbia area called harvey pass police called popular backcountry snowmobile destination sparwood mayor david wilks said victims upstanding citizens worked businessmen coal mines mayor said temperatures low minus degrees fahrenheit recent weeks though air warmed degrees fahrenheit warmer temperatures could melt loosen packed snow raising danger avalanches,survivor says decision leave eight behind gutwrenching replay head time jeffrey adams says adams describes digging twice helping two others escape eight bodies found monday tuesday
bangkok thailand cnn least people killed others injured early thursday fire broke upscale bangkok nightclub revelers ringing new year thai police said rescue officials survey scene nightclub fire bangkok thailand victims died smoke inhalation trampled rush get club thirty bodies identified thai nationals one singaporean according police fire began nightclub santika police said rescue officials said others injured including several foreigners two americans injured blaze us state department official said official release victims names extent injuries said department contact steven hall british national hurt fire told cnn flames began spread along ceiling stage band dj performing people appeared believe part performance time people rushing get people seemed lacking sense urgency didnt seem realize going hall said blaze started near stage fireworks used part performance clubs closing night said police maj gen chokchai deeprasertwit watch fire engulf building may caused sparks dont know sparks guests nightclubs countdown display nightclub stage said ireportcom eyewitness captures scene deadly aftermath hall said wife escaped ahead got caught crowd lights went moment back started burning breathing hot air said watch steven hall describe experience british citizen andrew jones said celebrating area walked fire said saw victims rushed stretchers spoke witnesses including fellow briton saw fireworks lit onstage immediately ran building immediately hed done lights went couldnt see jones said club one bangkoks busiest commercial districts web site features images bands djs performing indoor outdoor stages says innovatively blends comfort nature excitement bangkok nightlife site advertises clubs new years party named goodbye santika cnns kocha olarn contributed report,thai police say died nightclub fire another injured fireworks used part performance authorities say died suffered smoke inhalation trampled authorities say club located one bangkoks busiest commercial districts
cnn authorities tuesday recovered body eighth missing snowmobiler buried avalanches southern british columbia spokesman royal canadian mounted police said authorities found seven bodies day avalanches british columbia canada sgt tim shields said body recovered around seven bodies recovered monday identities immediately released david wilks mayor sparwood small town snowmobilers lived said men eight men three others escaped faced two avalanches sunday kilometers miles east fernie town canadian rockies kilometers miles southwest calgary alberta three survivors suffered minor injuries one hospitalized overnight men area called harvey pass police called popular backcountry snowmobile destination police said avalanche buried part group others came help second avalanche buried two buried riders managed selfrescue within minutes two used avalanche beacons locate third buried victim rescued additional minutes digging police said mayor described snowmobilers upstanding citizens working coal mines businessmen well aware dangers involved snowmobiling cautious going wilks said mayor said temperatures low minus degrees fahrenheit recent weeks warmed last two three days degrees fahrenheit,bodies seven missing snowmobilers found monday group snowmobiling southeastern british columbia canada two buried riders managed rescue find third victim
geneva switzerland cnn obama administration talking pressing reset button russia relations crashed russia invaded georgia last august russian foreign minister sergey lavrov secretary state hillary clinton laugh reset button secretary state hillary clinton greeted russian foreign minister sergey lavrov geneva friday sitting working dinner presented small green box ribbon inside red button russian word peregruzka printed would like present little gift represents president obama vice president biden saying want reset relationship together clinton laughing added worked hard get right russian word think got asked lavrov got wrong lavrov said diplomats laughed perezagruzka russian word reset lavrov said says peregruzka means overcharged question came news conference afterward way word thats button turns also true clinton said resetting resetting minister overload work asked russian reporter whether pressed button lavrov said clinton indeed big red hope russia united states countries never press another button used associated destructive war said overload clinton said broad agenda issues going systematically go every one added clinton said two sides get work renegotiating followup strategic arms reduction treaty nonproliferation issues like afghanistan middle east iran clinton said work issues disagreement clinton said keeping list think closer cooperation building trust even tackle differences lavrov agreed burden agenda two countries enormous added dont think either hillary desire freed burden clinton called encounter productive meeting minds said lavrov practicalminded create specific set objectives responsibilities present presidents barack obama dmitry medvedev leaders first facetoface meeting april g meeting london start treaty said russia united states intend agreement end year treaty expires going get work immediately lavrov asked russian intentions install missiles iran said decision made exclusively basis law accordance russian law expert control one strictest world course accordance international agreements lavrov said weapons russia provides partners nondestabilizing defensive weapons apparent reference us military supplies georgia lavrov said want partners act way show restraint military supplies countries including recently weapons used close borders senior us officials briefed reporters afterward however said read georgia ministers comments said discussion ranged broadly number areas substantive work agenda outlined would easier first meeting almost natural much general case focused productive laying steps one official said proposed missile defense system united states considering installing poland czech republic one official said minister lavrov made clear listened quite attentively secretary clintons comments missile defense think got thinking,united states russia want reset relations years tension secretary state hillary clinton gives reset button russian counterpart text button actually translates overcharged countries want renegotiate strategic arms reduction treaty
atlanta georgia cnn meet mr brown david mann tamela mann reallife couple star meet browns father daughter hes david mann star tbs sitcom tyler perrys meet browns borrow phrase networks marketing hes funny manns character downtown leroy brown lovable sometimes outrageous always offthewall senior citizen stolen every scene hes entered tyler perrys plays movies tv shows mr brown longer steal scenes tbs owned cnn parent company time warner ordered episodes halfhour comedy based success pilot episodes case im dreaming dont pinch said mann im living dream meet browns spinoff perrys house payne sitcom yielded strong cable ratings tbs employs characters seen perrys movies stage plays including play film named meet browns mildly related tv series show focuses mr brown daughter cora played manns reallife wife tamela mann mr brown tries turn house home elderly followed perrys productions know cora conceived brief fling brown madea perrys female alter ego hadnt cora mr brown madea probably would killed mann said cora glue whole thing cora keeps everybody grounded mann said mr browns speech mannerisms combination people grandfathers uncles relatives know different friends see said use go nursing home look people watch ok thats theyre biggest laughs come use abuse english language mann refers mr brownisms manipulate becomes manipudip hypnotize transforms hepatitis hear spit like thinking mann said mr browns wardrobe always two sizes small protruding belly brightcolored mix thrift store specials clothes kind happened said know uncle relative family cant let clothes go since mr brown originated stage perry productions mann adjust small screen im animated make sure toned screen im used making sure person front row see well person balcony said bring condense television transition camera operators challenged keep mann moves around set sometimes rewriting script one word trigger whole different thing us thats love working tyler perry mann said gives freedom go create see something make funnier gives liberty go ahead create make funny perry directs every episode new atlanta studio sound stage next also tapes house payne mr brown never seems far mr mann midinterview emerges oh come time mann speaking brown said got tuh say hell come yeap mr brown always round somewhere jes got tuh belieeeeeve character played years older mann causes confusion costume public said whats funny people see theyre like mr browns son im mr brown said thats good makeup team perhaps awkward time set dressed mr brown wants show wife tamela mann husbandly affection like put makeup mr brown youre husband said doesnt want kissing stuff says like dirty old man kissing hugging also see mr brown tyler perrys madea goes jail hit theaters last month rousing success box office finally got madea mann said shes jail times time madea goes prison mr brown would say prisnuh,david mann plays mr brown meet browns character known mangled speech offthewall actions real life mann married actress plays daughter show
cnn son former liberian president charles taylor sr sentenced friday years prison charges including torture conspiracy according federal court florida usborn son charles taylor sr pictured moved liberia father became president us district judge cecilia altonaga sentenced charles chuckie taylor jr friday morning session lasted four hours according court document altonaga cited taylors sadistic cruel atrocious past saying constituted unacceptable universally condemned torture miami herald reported lengthy prison term handed today justly reflects horror torture taylor jr visited upon victims said matthew friedrich acting assistant attorney general criminal division taylor also known charles mcarthur emmanuel convicted october torture conspiracy commit torture firearm charges case tried miami first brought us law saying accused committing torturous acts overseas tried us federal court long person us national present united states regardless nationality calls taylors defense attorneys immediately returned prosecutors asked taylor sentenced years taylor born boston massachusetts moved liberia father named president prosecutors said taylor became leader antiterrorist unit liberian national police father president two groups accused abducting torturing killing people taylor committed torture allowed others commit torture prosecutors said taylor associated burned victims molten plastic lighted cigarettes candle wax iron severely beaten firearms cut stabbed shocked electric device prosecutors said indictment superseded initial indictment initial indictment taylor charged one count torture one count conspiracy torture one count using firearm commission violent crime superseding september indictment incorporated initial charges included five counts torture one count conspiracy torture one count using firearm commission violent crime one count conspiracy use firearm commission violent crime defense said us government little evidence back claims also friday world organization human rights usa filed civil class action suit taylor behalf group people said subjected torture human rights abuses taylor subordinates according organization suit seeks declaratory relief general compensatory punitive damages organization said written statement civil suit aims address defendant taylors wrongs much greater scale criminal trial organization said taylors father charles taylor sr standing trial hague netherlands war crimes charges cnns john couwels contributed report,new sentence reflects horror torture visited upon victims state official says new human rights organization sues taylor behalf alleged torture victims charles chuckie taylor jr sentenced charges including torture conspiracy son exliberian president convicted october
cnn key wests historic duval street reopened monday morning fire swept building housing three wellknown businesses temporarily shut popular spots island citys main street fire broke late sunday night duval street key west fire started pm sunday contained monday wiped crepe shop art gallery sign shop two firefighters suffered minor injuries city spokeswoman alyson crean said fire department working monday determine cause blaze crean said singer jimmy buffets margaritaville restaurant store one businesses initially shut halting latenight festivities popular watering hole midpour hoping go back finish shift clean wouldnt let us back said waitress patricija hambrook became bigger thought couldnt close checks drinks made never served margaritavilles restaurant reopened monday afternoon adjacent retail store reopened hours later fire department said addition protecting margaritaville firefighters kept flames away historic san carlos theater although facilitys administrator said large broken window inches water floor lobby would keep closed days alex pascual said anticipated theater would reopen thursday time concert scheduled evening san carlos founded site cuban patriot jose martis speech launching drive cuban independence fire officials initially shut duval street vehicular traffic allowed pedestrians stroll sidewalks traffic restrictions prompted business owners concerned livelihoods least short term robert porter assistant manager crazy shirts concerned early monday arent cars driving banana republic general manager darren paugh said foot traffic onlookers curious see aftermath fire increase business day plus said three cruise ships port monday morning crean indicated life tourists wont stop key west fire lot spring breakers vacation bikers coming bike week daytona crean said concern proved unfounded officials reopened duval street monday morning owners three businesses took brunt fire however time business usual big loss us worked hard fair said la creperie cafe owner yolande findlay story published keynoter newspapers web site monday findlay according papers web site opened popular crepe shop partner sylvie lenouail six years ago brittany france american royal art gallery specialized entertainment art sign shop montage destroyed fire,historic duval street initially opened pedestrians several businesses damaged late sunday night fire department working determine cause blaze
cnn accused enemy combatant ali almarri served arrest warrant tuesday transferred us military custody first time since according us justice department ali saleh kahlah almarri student bradley university illinois arrested almarris initial court appearance scheduled tuesday defense secretary robert gates released qatari man us marshals service preparation hearing friday us supreme court granted obama administrations request dismiss almarris challenge presidents unilateral authority detain indefinitely without charges high court ruled almarris case rendered moot decision indict federal conspiracy charges courts ruling means resolution larger constitutional issue presidents power detain people accused terrorism crimes united states decision obama administration criminally charge almarri spent seven years custody five years virtual isolation navy brig charleston south carolina latest twist ongoing legal saga remaining enemy combatant held united states almarri accused al qaeda sleeper agent indictment never charged criminal terrorismrelated offense yearold man sent point peoria illinois face criminal trial president obama last month ordered prompt thorough review factual legal basis continued detention almarri subsequently issued presidential memorandum ordering gates facilitate almarris transfer saying interest united states since initial arrest credit card fraud charges december almarri legal resident united states remained virtual isolation brig attorneys said suing government improve jail conditions challenging constitutionality detention pentagon asserts almarri trained terror camp afghanistan met al qaeda leaders osama bin laden khalid sheikh mohammed volunteered martyr mission according government filing supreme court,ali almarri due appear court tuesday hes charged conspiracy last week supreme court dismissed almarris challenge presidential authority almarri us resident originally qatar custody years hes accused sleeper agent al qaeda trained terror camp
jerusalem cnn israeli media buzzing reports rightwing nationalist avigdor lieberman may become israels next foreign minister avigdor lieberman loathed ultraorthodox parties support palestinian state appointment lieberman polarizing figure israeli politics could complicate stalled peace talks palestinians could also strain relations israel moderate arab countries prime ministerdesignate benjamin netanyahu still process forming israels next government israeli newspaper haaretz reported week likely select lieberman foreign minister paper quoted source close negotiations netanyahus likud party liebermans yisrael beiteinu lieberman would replace outgoing foreign minister tzipi livni head moderate kadima party secured number parliament seats last months election enough form coalition government netanyahu unable woo moderate parties including kadima government may forced concede key ministerial posts liebermans party would second largest faction new coalition government behind likud netanyahu vowed form broadbased government unclear keep promise since kadima moderate labor party indicated plan form opposition likudled government although netanyahu reportedly largely agreed making lieberman foreign minister thought still weighing potential political damage appointment hawkish politicians would image government haaretz reported jerusalem post quoting unnamed diplomatic sources reported although israels ties western europe may suffer lieberman becomes foreign minister may help improve jewish states ties russia eastern europe lieberman peculiar spot israeli political spectrum routinely categorized rightwing hawk secularist supports independent palestinian state loathed israels ultraorthodox parties including shas holds seats knesset another potential member netanyahus coalition unclear moderate arab countries still outraged israels recent military operation gaza would react foreign minister avigdor lieberman egypt one four muslim countries full diplomatic ties israel trying negotiate broader ceasefire israel gazas hamas leadership unclear whether indirect negotiations would continue new israeli government lieberman said unwilling directly indirectly negotiate hamas considered terrorist organization israel refusal recognize israel renounce violence jewish state lieberman support creation viable palestinian state bedrock us policy region restated support jewish week article written shortly last months election puts odds netanyahu support twostate solution however liebermans support palestinian state comes high price stated would oppose peace agreement would divide jerusalem shared capital israel palestinian state lieberman migrated former soviet union israel also called israels boundaries redrawn exclude much israels arab minority move would strip citizenship palestinians israeli citizenship make percent jewish states population lieberman frequently clashes arab members knesset called tried executed meeting leaders hezbollah hamas wants knesset members arabs jews prove loyalty swearing allegiance israeli flag national anthem arab knesset member ahmed tibi warned liebermans rising popularity reflects dangerous trend talking pure obvious fascist phenomena invading israeli society tibi said last years racism became mainstream israeli society liebermans supporters credit offering clear solutions israels complicated problems article jewish week rejected accusations critics party racist stand head diverse political party knesset wrote noting partys knesset members included four women three people disabilities jewish convert zionist find bit rich called bigot said looks forward working president obama since usisrael relations strong ever shared values interests make friendship unshakable yossi klein halevy adelson institute strategic studies said lieberman tapping dark side israelis concerns security particularly militants gaza continue routinely fire rockets southern israel lieberman riding ugly wave resentment among many jewish israelis toward arabisraeli minority said ynetnewscom political correspondent attila somfalvi recently wrote lieberman become leader lost hope faith possibility securing peace engaging talks arabs war gaza indeed restored publics sense security lowered anxiety level yet lieberman perceived man know needs done missiles land around wrote,prime minister benjamin netanyahu may pick avigdor lieberman media say might hurt ties west improve ties russia unclear whether talks gaza ceasefire would continue lieberman frequently clashes arab members knesset
cnn simon cowell may recognize american idol alumna mandisa next time sees mandisa appeared season five american idol lost pounds woman acerbic american idol judge said going get bigger stage lost pounds hopes lose though long forgiven cowell snippy comments season five weight said still wants lose part father figure last time saw last season lost pounds raved nice looked encouraging saying proud said sort like dad really want please want please show well mandisa whose full name mandisa hundley said faith god guided new lifestyle physical eating spiritual change said ive turn food comfort validation anymore complete mind change entire life done named new album freedom due march feeling gotten breaking calls food addiction follows successful debut cd true beauty entertainment weekly said plussize powerhouse mandisa realizes considerable pipes selfrighteousness best suited christian pop sold copies new album full catchy christian pop tunes deliverer dance dance dance freedom song power ballads guilty song nearest heart wouldnt cry tune based fan mandisa met corresponded lost unborn child mandisa said went put together cd songs help comfort friend couldnt find anything childs point view wanted write song andrew would say mom fact hes heaven mandisa said people faced situation loved one gone lord think song mean lot called deliverer personal testimony chorus sings deliverer rescued held captive deliverer set free im alive live song first single perfect kind story past months weight loss cnncom first spoke mandisa january singing cruise ship yes simon cruise ship think cruise ship like said klove family friends cruise gathering christian music bands fans beamed pride described new exercise regimen diet difficult part retrain mind turn god instead turning food said also talked time show brought americas attention american idols producers gave fifthseason contestants speech saying pretend anybody said dont know realized vocal faith said caught controversy article advocate questioned whether proponent exgay movement thinks critics focused statements agreeing calls lifestyle missed message love everyone think called love people different us dont agree things agree said still watches american idol faithfully like many people tuning week fan danny gokey yearold widower milwaukee wisconsin said week clear favorite also likes yearold matt giraud kalamazoo michigan love voice lil rounds mother three memphis tennessee think shes incredible well still rooting danny win said booted idol many observers thought mandisa good chance becoming successful rb artist said considered path wanted growing felt call sing christian music christian music music comes naturally said pop world big easier idol alums pursued careers country christian music said said also pretty passionate exercising theres feeling get exercise unexplainable said makes know done right thing body works trainer three five times week mixing cardio musclebuilding exercises lifestyle goal healthy said,former american idol star credits spiritual change weight loss pounds mandisas second studio album due march singer still watches idol says shes rooting danny gokey mandisa says felt called sing christian music
cnn spring break thousands college students ditch bars beaches something meaningful vacation time brad vonck bottom left student volunteers worked cherokee nation stilwell oklahoma brad vonck one sophomore university illinois vonck travel san juan texas group students volunteer la union del pueblo entero organization helps strengthen communities lives farm workers families learning different cultures important vonck said like engage different areas life dont really understand every year college students like vonck choosing spend valuable time school participating alternative spring break programs community servicebased opportunities dealing pressing issues day including hunger homelessness disaster relief global warming name social issue students trips around said jill piacitelli executive director break away organization trains helps colleges across united states promote alternative break programs past six years programs growing popularity among college students break away estimated year nearly students participate alternative break programs percent increase studentled social movement group much wants involved world around piacitelli said volunteers theyre solutionoriented want innovate lead involve peers average domestic trip costs around piacitelli said includes housing travel social activities food often donation community many university programs offer financial aid option raise money help pay trips rare anyone wants go trip cannot go piacitelli said affordability part reason many students return second third trips nikunj shah graduate arcadia university taken several alternative spring break trips volunteering united states mexico year traveling alumnus jean lafitte louisiana city largely ignored disaster relief efforts wake hurricanes katrina wilma rita ive always interest helping people ive always really involved community service shah said saw opportunity go places havent get feel different cultures help people truly need help effort expand alternative spring break options universities across united states partner humanitarian organizations like united way america randy punley director corporate media partnerships united way oversees organizations alternative spring break programs hurricane katrina united way partnered mtv engage young people response effort knew interest passion young people work trying achieve punley said since united way evolved expanded establishing chapters college campuses organization also developed alternative spring break social media challenge encouraging young people active communities use social media web sites like facebook twitter involve people whether started first gulf war punctuated september attacks katrina economic meltdown young people different perspective whats going world punley said end weeklong trip students say best week lives punley said increasing interest programs punley believes speaks volumes attitudes generation group people eager make impact world around difference going home really feeling accomplished going trips meeting new people vonck said get experiences wouldnt get sitting couch watching tv week piacitelli said programs encourage young people continue serving communities need students main benefactors goes piacitelli said changes consciousness get really interested social issues see active citizens helping community becomes priority like vonck shah university illinois senior adriana collazo passion community service spring break last year collazo traveled bronx new york volunteer homeless shelter stayed hostel volunteers helped serve food organize clothing drives never really money go whole cancun mexico spring break didnt really want think thats throwing away money collazo said give back selfish trip bronx personal one collazo age experienced poverty firsthand family became homeless familys better want give back collazo said think lot students realized better things time humbles,alternative spring breaks becoming popular among college students programs center community service trips may address hunger homelessness disaster relief global warming average domestic trip costs around
cnn pharmaceuticals giants merck scheringplough planning merge operations name merck deal worth billion merck chairman ceo richard clark head combined company terms agreement scheringplough shareholders receive half merck share cash scheringplough share merck share automatically become share combined company merck shareholders expected approximately percent combined company scheringplough shareholders expected approximately percent merck chairman president chief executive officer richard clark lead combined company creating strong global healthcare leader built sustainable growth success clark said media statement monday combined company benefit formidable research development pipeline significantly broader portfolio medicines expanded presence key international markets particularly highgrowth emerging markets look forward joining forces outstanding partner know well shares commitment patients employees communities work live merck added outlook changed committed keeping annual dividend current level per share drugmakers reported betterthanexpected quarterly results early february announced steep job cuts conference call investors february clark said drugmaker open takeover large pharmaceutical company,sp shareholders get half merck share cash per share merck shareholders expected around percent combined company drugmakers reported betterthanexpected quarterly results february
duluth georgia cnn neither onthefield fame offthefield notoriety former atlanta falcons quarterback michael vick enough spark bidding war suburban atlanta mansion tuesday one submitted minimum million bid former falcon michael vicks atlantaarea mansion multimilliondollar home duluth auction block tuesday three real estate agents showed one lance hempen funari realty listing agent clients interested property one offered bid auction ended began auction required minimum bid million deposit vick serving month sentence pleading guilty august federal conspiracy charge bankrolling dogfighting operation home owned virginia expected released early possibly may serve final two months sentence home confinement likely virginia dogfights occurred duluth miles northeast atlanta home upscale sugarloaf country club community market year eight bedrooms bathrooms fourcar garage movie theater among deluxe features narender reddy metro brokersgmac real estate said client offered million home two months ago auction organizers said wanted see whether someone would offer reddy said client withdrew bid remains interested would let use offer benchmark reddy asked wanted see going bid going offer advise client offer less money reddy said seema jain virtual properties realty also hand said interested buyers didnt want bid competition next step determined bankruptcy judge virginia ordered sale reddy said price high todays economy economy dictating price houses im sure people still think million higher market fetch said jain said one seems turned vicks reputation nobody cares owns product location said reddy said home wellbuilt lake view excellent floor plan cnns amanda moyer deb krajnak contributed report,one submitted minimum million bid michael vicks mansion vick former quarterback atlanta falcons prison convicted last year connection dogfighting operation mansion duluth georgia eight bedrooms bathrooms
kabul afghanistan cnn additional us troops could sent afghanistan next year military officials said saturday helicopters main transportation us military afghanistan high mountain terrain roughly us troops currently afghanistan additional troops comprise four groundmaneuvering brigades said col gregory julian spokesman us forces afghanistan number consistent gen david mckiernan us commander afghanistan called october said additional likely refers support personnel julian said mckiernan requested additional troops sent fight increasing violence resurgent taliban forces southern eastern parts country friday military officials said defense secretary robert gates signed deployment order move additional troops afghanistan next year troops part combat aviation brigade latest approved gates expected buildup us troops country brigade send number muchneeded helicopters region helicopters main mode transportation us military afghanistan high mountain roads passes make difficult large transport vehicles move troops supplies additional troops would nearly double level us troops afghanistan troop levels likely maintained increased level three four years julian said saturday us forces continue try clear hold parts afghanistan insurgents militants train afghan military police selfsufficient,four groundmaneuvering brigades said us forces spokesman additional likely refers support personnel said spokesman friday defense secretary ordered troops afghanistan next year
behind scenes series cnn correspondents producers share experiences covering news analyze stories behind events cnns soledad obrien stan wilson visited san quentin black america black man rebroadcasts tonight pm et want everything average american would want said chris shurn served time prison oakland california cnn chris shurn walked san quentin prison june serving four years hard time possession crack cocaine weapon charge joined least men paroled year oakland california recidivism rate percent documentary team first met shurn inside san quentin considered one lucky ones entered prison fourthgrade education left ged certificate semesters short earning associate degree shurn told us role models around kid said father left home entered first grade mother crack addict surrounded lot violence ironically san quentin shurn met kind role models said needed break cycle incarceration hard work determination change caught eye everett highbaugh runs program called project choice twice week highbaugh goes san quentin goal transforming men like shurn drug entrepreneurs business entrepreneurs upon release shurn replaced dreadlocks prison uniform casual attire neatly manicured haircut said felt relieved harsh conditions prison life said struggles every day oakland neighborhood resist temptations making easy money selling crack cocaine want family want house want everything average american would want goodpaying job career said odds nearly million black men behind bars especially crippling blow black communities one three black men prison record lifetimes leave behind communities filled fear broken families generation vulnerable children shurn left san quentin highbaugh contact twice week helped land parttime job goodwill industries goodwill shurn spent hours week laborintensive job stacking goods preparing shipment remember reading lot books prison said shurn busy working grateful job frustrated paid little hour job lasted months caught january unemployed sat oaklands oracle arena watching inauguration president barack obama wondered going help support girlfriend daughter earn enough tuition money continue working toward degree shurn moved times still hoping success still fighting long odds particularly severely debilitated job market hes hopeful hard work skills learned project choice much better alternative making easy money street certain pathway back prison every day life without work feel vulnerable said shurn instead waking every day going used wake go outside sell drugs money whole week crosses mind got point im disciplined dont need venture weeks ago shurn hired courier local printing business job pays per hour previous job says new job wont enough pay bills goal build rsum future employers take chance exconvict whos trying recover mistake cost four years life,chris shurn served four years san quentin prison shurn earned ged nearly completed associate degree prison currently makes per hour courier hopes return college every day life without work feel vulnerable says shurn
moscow russia cnn russian space officials say crew soyuz space ship resting rough ride back earth south korean bioengineer one three people board soyuz capsule craft carrying south koreas first astronaut landed northern kazakhstan saturday miles kilometers mark said mission control spokesman valery lyndin said condition crew south korean bioengineer yi soyeon american astronaut peggy whitson russian flight engineer yuri malenchenko satisfactory though three subjected severe gforces reentry search helicopters took minutes find capsule determine crew unharmed officials said craft followed steep trajectory subjects crew gravitational forces times earth interfax reported spacecrafts landing rough first time spacecraft veered planned trajectory landing october soyuz capsule landed kilometers planned area damaged control cable capsule carrying two russian cosmonauts first malaysian astronaut email friend,soyuz capsule lands hundreds kilometers offtarget capsule carrying south koreas first astronaut landing second time soyuz capsule gone awry
cnn bayern munich inflicted record defeat sporting lisbon book place quarterfinals champions league staggering aggregate bayern munich players react crowd staggering aggregate victory sporting leading first leg double lukas podolski anderson polgas goal put night within minutes joao moutinho pulled one back stunning fashion briefest respite sporting though bastian schweinsteiger hitting immediate reply mark van bommel miroslav klose pen thomas muller netted second half triumph night result record aggregate winning margin postgroup stage champions league game surpassing lyons demolition werder bremen scoring began eighth minute podolski combining well ze roberto edge box bayern took advantage poor defensive clearance hammering home edge box bayern rampant second finally came minutes long kick bayern keeper jorg butt sailed edge sporting area simple visiting defense horrible mixup polga patricio allowed podolski flick ball head empty net polgas night got even worse later scored goal volleying schweinsteigers cross net brief hiatus sportings embarrassment moutinhos classy strike arrowed far left corner three minutes break reduce arrears barely minute later christian lell pulled ball back schweinsteiger sweep home making aggregate bayern coach jurgen klinsmann made two changes halftime bringing jose sosa breno ze roberto lucio pace dropped fifth arrive though th minute substitute mullers cross headed across goal klose van bommel control fire home klose continued pile woe sporting nd minute picking foul pedro silva convert subsequent penalty teenager muller making champions league debut rounded things final minute poking home sosas corner,bayern munich inflict record aggregate defeat sporting lisbon surpassed lyons postgroup demolition werder bremen bayern triumphed night first leg portugal
